week,tank,trophic.level,power,taxon,group,ind.L,size.um.length.ind
7,3,P,150,Fragilaria,Cryptophyte,0,40
7,3,P,150,Euglenid,Euglenophyta,0,70
7,3,P,150,Arthrodesmus,Chlorophyta,0,30
7,3,P,150,Planktothrix,Cyanobacteria,0,100
7,3,P,150,Phacus,Euglenophyta,0,35
7,3,P,150,Merismopedia,Cyanobacteria,0,3
7,3,P,150,Chroococcus,Cyanobacteria,138,27
7,3,P,150,Chlamydomonas,Chlorophyta,0,10
7,3,P,150,Synechococcus,Cyanobacteria,1,1.5
7,3,P,150,Gymnodinium,Dinoflagelate,0,55
7,3,P,150,Mallomonas,Synurophyta,0,18
7,3,P,150,Merismopedia,Cyanobacteria,0,3
7,3,P,150,Paramecium,Ciliate,0,120
7,3,P,150,Fischerella,Cyanobacteria,0,80
7,3,P,150,Amoeboid ,Amoeboid,0,3
7,3,P,150,Eunotia,Diatom,0,150
7,3,P,150,Melosira,Diatom,0,40
7,3,P,150,Diatom3,Diatom,0,60
8,3,P,150,Gloeocystis,Chlorophyta,53,23
8,3,P,150,Microcystis,Cyanobacteria,3,3
8,3,P,150,Oscillatoria,Cyanobacteria,4,63
8,3,P,150,Chrysosphaerella,Cryptophyte,0,30
8,3,P,150,Chrysosphaerella,Cryptophyte,4,30
8,3,P,150,Anabaena,Cyanobacteria,9,30
8,3,P,150,Dinobryon,Cryptophyte,0,20
8,3,P,150,Coleosphaerium,Cyanobacteria,1,6
8,3,P,150,Fragilaria,Cryptophyte,0,40
8,3,P,150,Tabellaria,Diatom,0,50
8,3,P,150,Fragilaria,Cryptophyte,0,40
8,3,P,150,Euglenid,Euglenophyta,0,70
8,3,P,150,Arthrodesmus,Chlorophyta,0,30
8,3,P,150,Planktothrix,Cyanobacteria,0,100
8,3,P,150,Phacus,Euglenophyta,0,35
8,3,P,150,Merismopedia,Cyanobacteria,0,3
8,3,P,150,Chroococcus,Cyanobacteria,0,27
8,3,P,150,Chlamydomonas,Chlorophyta,0,10
8,3,P,150,Synechococcus,Cyanobacteria,0,1.5
8,3,P,150,Gymnodinium,Dinoflagelate,0,55
8,3,P,150,Mallomonas,Synurophyta,0,18
8,3,P,150,Merismopedia,Cyanobacteria,0,3
8,3,P,150,Paramecium,Ciliate,0,120
8,3,P,150,Fischerella,Cyanobacteria,0,80
8,3,P,150,Amoeboid ,Amoeboid,0,3
8,3,P,150,Eunotia,Diatom,0,150
8,3,P,150,Melosira,Diatom,0,40
8,3,P,150,Diatom3,Diatom,0,60
1,29,P,200,Gloeocystis,Chlorophyta,1,23
1,29,P,200,Microcystis,Cyanobacteria,0,3
1,29,P,200,Oscillatoria,Cyanobacteria,1,63
1,29,P,200,Chrysosphaerella,Cryptophyte,0,30
1,29,P,200,Chrysosphaerella,Cryptophyte,1,30
1,29,P,200,Anabaena,Cyanobacteria,0,30
1,29,P,200,Dinobryon,Cryptophyte,0,20
1,29,P,200,Coleosphaerium,Cyanobacteria,0,6
1,29,P,200,Fragilaria,Cryptophyte,0,40
1,29,P,200,Tabellaria,Diatom,0,50
1,29,P,200,Fragilaria,Cryptophyte,12,40
1,29,P,200,Euglenid,Euglenophyta,0,70
1,29,P,200,Arthrodesmus,Chlorophyta,0,30
1,29,P,200,Planktothrix,Cyanobacteria,0,100
1,29,P,200,Phacus,Euglenophyta,0,35
1,29,P,200,Merismopedia,Cyanobacteria,0,3
1,29,P,200,Chroococcus,Cyanobacteria,0,27
1,29,P,200,Chlamydomonas,Chlorophyta,0,10
1,29,P,200,Synechococcus,Cyanobacteria,0,1.5
1,29,P,200,Gymnodinium,Dinoflagelate,0,55
1,29,P,200,Mallomonas,Synurophyta,0,18
1,29,P,200,Merismopedia,Cyanobacteria,0,3
1,29,P,200,Paramecium,Ciliate,0,120
1,29,P,200,Fischerella,Cyanobacteria,0,80
1,29,P,200,Amoeboid ,Amoeboid,10,3
1,29,P,200,Eunotia,Diatom,1,150
1,29,P,200,Melosira,Diatom,10,40
1,29,P,200,Diatom3,Diatom,1,60
2,29,P,200,Gloeocystis,Chlorophyta,24,23
2,29,P,200,Microcystis,Cyanobacteria,2,3
2,29,P,200,Oscillatoria,Cyanobacteria,0,63
2,29,P,200,Chrysosphaerella,Cryptophyte,1,30
2,29,P,200,Chrysosphaerella,Cryptophyte,0,30
2,29,P,200,Anabaena,Cyanobacteria,0,30
2,29,P,200,Dinobryon,Cryptophyte,0,20
2,29,P,200,Coleosphaerium,Cyanobacteria,0,6
2,29,P,200,Fragilaria,Cryptophyte,0,40
2,29,P,200,Tabellaria,Diatom,0,50
2,29,P,200,Fragilaria,Cryptophyte,0,40
2,29,P,200,Euglenid,Euglenophyta,0,70
2,29,P,200,Arthrodesmus,Chlorophyta,0,30
2,29,P,200,Planktothrix,Cyanobacteria,0,100
2,29,P,200,Phacus,Euglenophyta,0,35
2,29,P,200,Merismopedia,Cyanobacteria,0,3
2,29,P,200,Chroococcus,Cyanobacteria,56,27
2,29,P,200,Chlamydomonas,Chlorophyta,0,10
2,29,P,200,Synechococcus,Cyanobacteria,0,1.5
2,29,P,200,Gymnodinium,Dinoflagelate,0,55
2,29,P,200,Mallomonas,Synurophyta,1,18
2,29,P,200,Merismopedia,Cyanobacteria,0,3
2,29,P,200,Paramecium,Ciliate,0,120
2,29,P,200,Fischerella,Cyanobacteria,0,80
2,29,P,200,Amoeboid ,Amoeboid,0,3
2,29,P,200,Eunotia,Diatom,0,150
2,29,P,200,Melosira,Diatom,0,40
2,29,P,200,Diatom3,Diatom,0,60
3,29,P,200,Gloeocystis,Chlorophyta,94,23
3,29,P,200,Microcystis,Cyanobacteria,0,3
3,29,P,200,Oscillatoria,Cyanobacteria,2,63
3,29,P,200,Chrysosphaerella,Cryptophyte,0,30
3,29,P,200,Chrysosphaerella,Cryptophyte,0,30
3,29,P,200,Anabaena,Cyanobacteria,0,30
3,29,P,200,Dinobryon,Cryptophyte,0,20
3,29,P,200,Coleosphaerium,Cyanobacteria,0,6
3,29,P,200,Fragilaria,Cryptophyte,0,40
3,29,P,200,Tabellaria,Diatom,0,50
3,29,P,200,Fragilaria,Cryptophyte,0,40
3,29,P,200,Euglenid,Euglenophyta,0,70
3,29,P,200,Arthrodesmus,Chlorophyta,0,30
3,29,P,200,Planktothrix,Cyanobacteria,0,100
3,29,P,200,Phacus,Euglenophyta,0,35
3,29,P,200,Merismopedia,Cyanobacteria,0,3
3,29,P,200,Chroococcus,Cyanobacteria,127,27
3,29,P,200,Chlamydomonas,Chlorophyta,0,10
3,29,P,200,Synechococcus,Cyanobacteria,0,1.5
3,29,P,200,Gymnodinium,Dinoflagelate,0,55
3,29,P,200,Mallomonas,Synurophyta,2,18
3,29,P,200,Merismopedia,Cyanobacteria,0,3
3,29,P,200,Paramecium,Ciliate,0,120
3,29,P,200,Fischerella,Cyanobacteria,0,80
3,29,P,200,Amoeboid ,Amoeboid,0,3
3,29,P,200,Eunotia,Diatom,0,150
3,29,P,200,Melosira,Diatom,0,40
3,29,P,200,Diatom3,Diatom,0,60
7,29,P,200,Gloeocystis,Chlorophyta,20,23
7,29,P,200,Microcystis,Cyanobacteria,0,3
7,29,P,200,Oscillatoria,Cyanobacteria,0,63
7,29,P,200,Chrysosphaerella,Cryptophyte,2,30
7,29,P,200,Chrysosphaerella,Cryptophyte,9,30
7,29,P,200,Anabaena,Cyanobacteria,0,30
7,29,P,200,Dinobryon,Cryptophyte,0,20
7,29,P,200,Coleosphaerium,Cyanobacteria,0,6
7,29,P,200,Fragilaria,Cryptophyte,18,40
7,29,P,200,Tabellaria,Diatom,0,50
7,29,P,200,Fragilaria,Cryptophyte,0,40
7,29,P,200,Euglenid,Euglenophyta,0,70
7,29,P,200,Arthrodesmus,Chlorophyta,0,30
7,29,P,200,Planktothrix,Cyanobacteria,0,100
7,29,P,200,Phacus,Euglenophyta,0,35
7,29,P,200,Merismopedia,Cyanobacteria,0,3
7,29,P,200,Chroococcus,Cyanobacteria,8,27
7,29,P,200,Chlamydomonas,Chlorophyta,0,10
7,29,P,200,Synechococcus,Cyanobacteria,0,1.5
7,29,P,200,Gymnodinium,Dinoflagelate,0,55
7,29,P,200,Mallomonas,Synurophyta,6,18
7,29,P,200,Merismopedia,Cyanobacteria,0,3
7,29,P,200,Paramecium,Ciliate,0,120
7,29,P,200,Fischerella,Cyanobacteria,2,80
7,29,P,200,Amoeboid ,Amoeboid,0,3
7,29,P,200,Eunotia,Diatom,0,150
7,29,P,200,Melosira,Diatom,0,40
7,29,P,200,Diatom3,Diatom,0,60
8,29,P,200,Gloeocystis,Chlorophyta,71,23
8,29,P,200,Microcystis,Cyanobacteria,0,3
8,29,P,200,Oscillatoria,Cyanobacteria,12,63
8,29,P,200,Chrysosphaerella,Cryptophyte,0,30
8,29,P,200,Chrysosphaerella,Cryptophyte,5,30
8,29,P,200,Anabaena,Cyanobacteria,5,30
8,29,P,200,Dinobryon,Cryptophyte,0,20
8,29,P,200,Coleosphaerium,Cyanobacteria,0,6
8,29,P,200,Fragilaria,Cryptophyte,0,40
8,29,P,200,Tabellaria,Diatom,0,50
8,29,P,200,Fragilaria,Cryptophyte,0,40
8,29,P,200,Euglenid,Euglenophyta,0,70
8,29,P,200,Arthrodesmus,Chlorophyta,0,30
8,29,P,200,Planktothrix,Cyanobacteria,0,100
8,29,P,200,Phacus,Euglenophyta,0,35
8,29,P,200,Merismopedia,Cyanobacteria,34,3
8,29,P,200,Chroococcus,Cyanobacteria,26,27
8,29,P,200,Chlamydomonas,Chlorophyta,0,10
8,29,P,200,Synechococcus,Cyanobacteria,0,1.5
8,29,P,200,Gymnodinium,Dinoflagelate,0,55
8,29,P,200,Mallomonas,Synurophyta,0,18
8,29,P,200,Merismopedia,Cyanobacteria,0,3
8,29,P,200,Paramecium,Ciliate,0,120
8,29,P,200,Fischerella,Cyanobacteria,0,80
8,29,P,200,Amoeboid ,Amoeboid,0,3
8,29,P,200,Eunotia,Diatom,0,150
8,29,P,200,Melosira,Diatom,0,40
8,29,P,200,Diatom3,Diatom,0,60
1,17,P,250,Gloeocystis,Chlorophyta,0,23
1,17,P,250,Microcystis,Cyanobacteria,2,3
1,17,P,250,Oscillatoria,Cyanobacteria,1,63
1,17,P,250,Chrysosphaerella,Cryptophyte,0,30
1,17,P,250,Chrysosphaerella,Cryptophyte,0,30
1,17,P,250,Anabaena,Cyanobacteria,0,30
1,17,P,250,Dinobryon,Cryptophyte,0,20
1,17,P,250,Coleosphaerium,Cyanobacteria,2,6
1,17,P,250,Fragilaria,Cryptophyte,0,40
1,17,P,250,Tabellaria,Diatom,0,50
1,17,P,250,Fragilaria,Cryptophyte,5,40
1,17,P,250,Euglenid,Euglenophyta,0,70
1,17,P,250,Arthrodesmus,Chlorophyta,0,30
1,17,P,250,Planktothrix,Cyanobacteria,0,100
1,17,P,250,Phacus,Euglenophyta,0,35
1,17,P,250,Merismopedia,Cyanobacteria,0,3
1,17,P,250,Chroococcus,Cyanobacteria,0,27
1,17,P,250,Chlamydomonas,Chlorophyta,0,10
1,17,P,250,Synechococcus,Cyanobacteria,1,1.5
1,17,P,250,Gymnodinium,Dinoflagelate,0,55
1,17,P,250,Mallomonas,Synurophyta,0,18
1,17,P,250,Merismopedia,Cyanobacteria,0,3
1,17,P,250,Paramecium,Ciliate,0,120
1,17,P,250,Fischerella,Cyanobacteria,0,80
1,17,P,250,Amoeboid ,Amoeboid,0,3
1,17,P,250,Eunotia,Diatom,0,150
1,17,P,250,Melosira,Diatom,0,40
1,17,P,250,Diatom3,Diatom,0,60
2,17,P,250,Gloeocystis,Chlorophyta,3,23
2,17,P,250,Microcystis,Cyanobacteria,0,3
2,17,P,250,Oscillatoria,Cyanobacteria,5,63
2,17,P,250,Chrysosphaerella,Cryptophyte,0,30
2,17,P,250,Chrysosphaerella,Cryptophyte,4,30
2,17,P,250,Anabaena,Cyanobacteria,0,30
2,17,P,250,Dinobryon,Cryptophyte,0,20
2,17,P,250,Coleosphaerium,Cyanobacteria,0,6
2,17,P,250,Fragilaria,Cryptophyte,0,40
2,17,P,250,Tabellaria,Diatom,0,50
2,17,P,250,Fragilaria,Cryptophyte,0,40
2,17,P,250,Euglenid,Euglenophyta,0,70
2,17,P,250,Arthrodesmus,Chlorophyta,0,30
2,17,P,250,Planktothrix,Cyanobacteria,0,100
2,17,P,250,Phacus,Euglenophyta,0,35
2,17,P,250,Merismopedia,Cyanobacteria,0,3
2,17,P,250,Chroococcus,Cyanobacteria,0,27
2,17,P,250,Chlamydomonas,Chlorophyta,0,10
2,17,P,250,Synechococcus,Cyanobacteria,0,1.5
2,17,P,250,Gymnodinium,Dinoflagelate,2,55
2,17,P,250,Mallomonas,Synurophyta,0,18
2,17,P,250,Merismopedia,Cyanobacteria,0,3
2,17,P,250,Paramecium,Ciliate,0,120
2,17,P,250,Fischerella,Cyanobacteria,0,80
2,17,P,250,Amoeboid ,Amoeboid,0,3
2,17,P,250,Eunotia,Diatom,0,150
2,17,P,250,Melosira,Diatom,0,40
2,17,P,250,Diatom3,Diatom,0,60
3,17,P,250,Gloeocystis,Chlorophyta,32,23
3,17,P,250,Microcystis,Cyanobacteria,0,3
3,17,P,250,Oscillatoria,Cyanobacteria,4,63
3,17,P,250,Chrysosphaerella,Cryptophyte,0,30
3,17,P,250,Chrysosphaerella,Cryptophyte,2,30
3,17,P,250,Anabaena,Cyanobacteria,0,30
3,17,P,250,Dinobryon,Cryptophyte,0,20
3,17,P,250,Coleosphaerium,Cyanobacteria,1,6
3,17,P,250,Fragilaria,Cryptophyte,0,40
3,17,P,250,Tabellaria,Diatom,0,50
3,17,P,250,Fragilaria,Cryptophyte,0,40
3,17,P,250,Euglenid,Euglenophyta,0,70
3,17,P,250,Arthrodesmus,Chlorophyta,0,30
3,17,P,250,Planktothrix,Cyanobacteria,0,100
3,17,P,250,Phacus,Euglenophyta,0,35
3,17,P,250,Merismopedia,Cyanobacteria,0,3
3,17,P,250,Chroococcus,Cyanobacteria,52,27
3,17,P,250,Chlamydomonas,Chlorophyta,0,10
3,17,P,250,Synechococcus,Cyanobacteria,3,1.5
3,17,P,250,Gymnodinium,Dinoflagelate,0,55
3,17,P,250,Mallomonas,Synurophyta,0,18
3,17,P,250,Merismopedia,Cyanobacteria,0,3
3,17,P,250,Paramecium,Ciliate,0,120
3,17,P,250,Fischerella,Cyanobacteria,0,80
3,17,P,250,Amoeboid ,Amoeboid,0,3
3,17,P,250,Eunotia,Diatom,0,150
3,17,P,250,Melosira,Diatom,0,40
3,17,P,250,Diatom3,Diatom,0,60
7,17,P,250,Gloeocystis,Chlorophyta,48,23
7,17,P,250,Microcystis,Cyanobacteria,0,3
7,17,P,250,Oscillatoria,Cyanobacteria,1,63
7,17,P,250,Chrysosphaerella,Cryptophyte,1,30
7,17,P,250,Chrysosphaerella,Cryptophyte,3,30
7,17,P,250,Anabaena,Cyanobacteria,0,30
7,17,P,250,Dinobryon,Cryptophyte,0,20
7,17,P,250,Coleosphaerium,Cyanobacteria,0,6
7,17,P,250,Fragilaria,Cryptophyte,0,40
7,17,P,250,Tabellaria,Diatom,0,50
7,17,P,250,Fragilaria,Cryptophyte,0,40
7,17,P,250,Euglenid,Euglenophyta,0,70
7,17,P,250,Arthrodesmus,Chlorophyta,0,30
7,17,P,250,Planktothrix,Cyanobacteria,0,100
7,17,P,250,Phacus,Euglenophyta,0,35
7,17,P,250,Merismopedia,Cyanobacteria,0,3
7,17,P,250,Chroococcus,Cyanobacteria,6,27
7,17,P,250,Chlamydomonas,Chlorophyta,0,10
7,17,P,250,Synechococcus,Cyanobacteria,10,1.5
7,17,P,250,Gymnodinium,Dinoflagelate,0,55
7,17,P,250,Mallomonas,Synurophyta,1,18
7,17,P,250,Merismopedia,Cyanobacteria,0,3
7,17,P,250,Paramecium,Ciliate,0,120
7,17,P,250,Fischerella,Cyanobacteria,0,80
7,17,P,250,Amoeboid ,Amoeboid,0,3
7,17,P,250,Eunotia,Diatom,0,150
7,17,P,250,Melosira,Diatom,0,40
7,17,P,250,Diatom3,Diatom,0,60
8,17,P,250,Gloeocystis,Chlorophyta,5,23
8,17,P,250,Microcystis,Cyanobacteria,0,3
8,17,P,250,Oscillatoria,Cyanobacteria,2,63
8,17,P,250,Chrysosphaerella,Cryptophyte,0,30
8,17,P,250,Chrysosphaerella,Cryptophyte,0,30
8,17,P,250,Anabaena,Cyanobacteria,0,30
8,17,P,250,Dinobryon,Cryptophyte,0,20
8,17,P,250,Coleosphaerium,Cyanobacteria,1,6
8,17,P,250,Fragilaria,Cryptophyte,0,40
8,17,P,250,Tabellaria,Diatom,0,50
8,17,P,250,Fragilaria,Cryptophyte,0,40
8,17,P,250,Euglenid,Euglenophyta,0,70
8,17,P,250,Arthrodesmus,Chlorophyta,0,30
8,17,P,250,Planktothrix,Cyanobacteria,0,100
8,17,P,250,Phacus,Euglenophyta,0,35
8,17,P,250,Merismopedia,Cyanobacteria,0,3
8,17,P,250,Chroococcus,Cyanobacteria,0,27
8,17,P,250,Chlamydomonas,Chlorophyta,0,10
8,17,P,250,Synechococcus,Cyanobacteria,0,1.5
8,17,P,250,Gymnodinium,Dinoflagelate,0,55
8,17,P,250,Mallomonas,Synurophyta,0,18
8,17,P,250,Merismopedia,Cyanobacteria,0,3
8,17,P,250,Paramecium,Ciliate,0,120
8,17,P,250,Fischerella,Cyanobacteria,0,80
8,17,P,250,Amoeboid ,Amoeboid,0,3
8,17,P,250,Eunotia,Diatom,0,150
8,17,P,250,Melosira,Diatom,0,40
8,17,P,250,Diatom3,Diatom,0,60
1,27,P,300,Gloeocystis,Chlorophyta,2,23
1,27,P,300,Microcystis,Cyanobacteria,1,3
1,27,P,300,Oscillatoria,Cyanobacteria,1,63
1,27,P,300,Chrysosphaerella,Cryptophyte,0,30
1,27,P,300,Chrysosphaerella,Cryptophyte,0,30
1,27,P,300,Anabaena,Cyanobacteria,0,30
1,27,P,300,Dinobryon,Cryptophyte,0,20
1,27,P,300,Coleosphaerium,Cyanobacteria,0,6
1,27,P,300,Fragilaria,Cryptophyte,0,40
1,27,P,300,Tabellaria,Diatom,0,50
1,27,P,300,Fragilaria,Cryptophyte,0,40
1,27,P,300,Euglenid,Euglenophyta,0,70
1,27,P,300,Arthrodesmus,Chlorophyta,0,30
1,27,P,300,Planktothrix,Cyanobacteria,0,100
1,27,P,300,Phacus,Euglenophyta,0,35
1,27,P,300,Merismopedia,Cyanobacteria,0,3
1,27,P,300,Chroococcus,Cyanobacteria,0,27
1,27,P,300,Chlamydomonas,Chlorophyta,0,10
1,27,P,300,Synechococcus,Cyanobacteria,2,1.5
1,27,P,300,Gymnodinium,Dinoflagelate,0,55
1,27,P,300,Mallomonas,Synurophyta,1,18
1,27,P,300,Merismopedia,Cyanobacteria,0,3
1,27,P,300,Paramecium,Ciliate,0,120
1,27,P,300,Fischerella,Cyanobacteria,0,80
1,27,P,300,Amoeboid ,Amoeboid,0,3
1,27,P,300,Eunotia,Diatom,0,150
1,27,P,300,Melosira,Diatom,0,40
1,27,P,300,Diatom3,Diatom,0,60
2,27,P,300,Gloeocystis,Chlorophyta,0,23
2,27,P,300,Microcystis,Cyanobacteria,0,3
2,27,P,300,Oscillatoria,Cyanobacteria,4,63
2,27,P,300,Chrysosphaerella,Cryptophyte,1,30
2,27,P,300,Chrysosphaerella,Cryptophyte,0,30
2,27,P,300,Anabaena,Cyanobacteria,0,30
2,27,P,300,Dinobryon,Cryptophyte,0,20
2,27,P,300,Coleosphaerium,Cyanobacteria,0,6
2,27,P,300,Fragilaria,Cryptophyte,1,40
2,27,P,300,Tabellaria,Diatom,0,50
2,27,P,300,Fragilaria,Cryptophyte,0,40
2,27,P,300,Euglenid,Euglenophyta,2,70
2,27,P,300,Arthrodesmus,Chlorophyta,0,30
2,27,P,300,Planktothrix,Cyanobacteria,0,100
2,27,P,300,Phacus,Euglenophyta,0,35
2,27,P,300,Merismopedia,Cyanobacteria,0,3
2,27,P,300,Chroococcus,Cyanobacteria,2,27
2,27,P,300,Chlamydomonas,Chlorophyta,0,10
2,27,P,300,Synechococcus,Cyanobacteria,0,1.5
2,27,P,300,Gymnodinium,Dinoflagelate,0,55
2,27,P,300,Mallomonas,Synurophyta,0,18
2,27,P,300,Merismopedia,Cyanobacteria,0,3
2,27,P,300,Paramecium,Ciliate,0,120
2,27,P,300,Fischerella,Cyanobacteria,3,80
2,27,P,300,Amoeboid ,Amoeboid,0,3
2,27,P,300,Eunotia,Diatom,0,150
2,27,P,300,Melosira,Diatom,4,40
2,27,P,300,Diatom3,Diatom,0,60
3,27,P,300,Gloeocystis,Chlorophyta,23,23
3,27,P,300,Microcystis,Cyanobacteria,0,3
3,27,P,300,Oscillatoria,Cyanobacteria,2,63
3,27,P,300,Chrysosphaerella,Cryptophyte,0,30
3,27,P,300,Chrysosphaerella,Cryptophyte,0,30
3,27,P,300,Anabaena,Cyanobacteria,0,30
3,27,P,300,Dinobryon,Cryptophyte,0,20
3,27,P,300,Coleosphaerium,Cyanobacteria,0,6
3,27,P,300,Fragilaria,Cryptophyte,0,40
3,27,P,300,Tabellaria,Diatom,0,50
3,27,P,300,Fragilaria,Cryptophyte,0,40
3,27,P,300,Euglenid,Euglenophyta,1,70
3,27,P,300,Arthrodesmus,Chlorophyta,0,30
3,27,P,300,Planktothrix,Cyanobacteria,0,100
3,27,P,300,Phacus,Euglenophyta,0,35
3,27,P,300,Merismopedia,Cyanobacteria,0,3
3,27,P,300,Chroococcus,Cyanobacteria,91,27
3,27,P,300,Chlamydomonas,Chlorophyta,0,10
3,27,P,300,Synechococcus,Cyanobacteria,0,1.5
3,27,P,300,Gymnodinium,Dinoflagelate,0,55
3,27,P,300,Mallomonas,Synurophyta,0,18
3,27,P,300,Merismopedia,Cyanobacteria,0,3
3,27,P,300,Paramecium,Ciliate,0,120
3,27,P,300,Fischerella,Cyanobacteria,0,80
3,27,P,300,Amoeboid ,Amoeboid,0,3
3,27,P,300,Eunotia,Diatom,0,150
3,27,P,300,Melosira,Diatom,0,40
3,27,P,300,Diatom3,Diatom,0,60
7,27,P,300,Gloeocystis,Chlorophyta,106,23
7,27,P,300,Microcystis,Cyanobacteria,0,3
7,27,P,300,Oscillatoria,Cyanobacteria,1,63
7,27,P,300,Chrysosphaerella,Cryptophyte,0,30
7,27,P,300,Chrysosphaerella,Cryptophyte,52,30
7,27,P,300,Anabaena,Cyanobacteria,0,30
7,27,P,300,Dinobryon,Cryptophyte,0,20
7,27,P,300,Coleosphaerium,Cyanobacteria,0,6
7,27,P,300,Fragilaria,Cryptophyte,5,40
7,27,P,300,Tabellaria,Diatom,0,50
7,27,P,300,Fragilaria,Cryptophyte,0,40
7,27,P,300,Euglenid,Euglenophyta,0,70
7,27,P,300,Arthrodesmus,Chlorophyta,0,30
7,27,P,300,Planktothrix,Cyanobacteria,0,100
7,27,P,300,Phacus,Euglenophyta,0,35
7,27,P,300,Merismopedia,Cyanobacteria,0,3
7,27,P,300,Chroococcus,Cyanobacteria,48,27
7,27,P,300,Chlamydomonas,Chlorophyta,0,10
7,27,P,300,Synechococcus,Cyanobacteria,5,1.5
7,27,P,300,Gymnodinium,Dinoflagelate,0,55
7,27,P,300,Mallomonas,Synurophyta,3,18
7,27,P,300,Merismopedia,Cyanobacteria,0,3
7,27,P,300,Paramecium,Ciliate,0,120
7,27,P,300,Fischerella,Cyanobacteria,1,80
7,27,P,300,Amoeboid ,Amoeboid,0,3
7,27,P,300,Eunotia,Diatom,0,150
7,27,P,300,Melosira,Diatom,0,40
7,27,P,300,Diatom3,Diatom,0,60
8,27,P,300,Gloeocystis,Chlorophyta,207,23
8,27,P,300,Microcystis,Cyanobacteria,0,3
8,27,P,300,Oscillatoria,Cyanobacteria,0,63
8,27,P,300,Chrysosphaerella,Cryptophyte,0,30
8,27,P,300,Chrysosphaerella,Cryptophyte,23,30
8,27,P,300,Anabaena,Cyanobacteria,0,30
8,27,P,300,Dinobryon,Cryptophyte,0,20
8,27,P,300,Coleosphaerium,Cyanobacteria,0,6
8,27,P,300,Fragilaria,Cryptophyte,1,40
8,27,P,300,Tabellaria,Diatom,0,50
8,27,P,300,Fragilaria,Cryptophyte,3,40
8,27,P,300,Euglenid,Euglenophyta,0,70
8,27,P,300,Arthrodesmus,Chlorophyta,0,30
8,27,P,300,Planktothrix,Cyanobacteria,0,100
8,27,P,300,Phacus,Euglenophyta,0,35
8,27,P,300,Merismopedia,Cyanobacteria,1,3
8,27,P,300,Chroococcus,Cyanobacteria,73,27
8,27,P,300,Chlamydomonas,Chlorophyta,0,10
8,27,P,300,Synechococcus,Cyanobacteria,0,1.5
8,27,P,300,Gymnodinium,Dinoflagelate,4,55
8,27,P,300,Mallomonas,Synurophyta,1,18
8,27,P,300,Merismopedia,Cyanobacteria,0,3
8,27,P,300,Paramecium,Ciliate,0,120
8,27,P,300,Fischerella,Cyanobacteria,0,80
8,27,P,300,Amoeboid ,Amoeboid,0,3
8,27,P,300,Eunotia,Diatom,0,150
8,27,P,300,Melosira,Diatom,0,40
8,27,P,300,Diatom3,Diatom,0,60
1,14,P,350,Gloeocystis,Chlorophyta,0,23
1,14,P,350,Microcystis,Cyanobacteria,0,3
1,14,P,350,Oscillatoria,Cyanobacteria,301,63
1,14,P,350,Chrysosphaerella,Cryptophyte,0,30
1,14,P,350,Chrysosphaerella,Cryptophyte,0,30
1,14,P,350,Anabaena,Cyanobacteria,0,30
1,14,P,350,Dinobryon,Cryptophyte,0,20
1,14,P,350,Coleosphaerium,Cyanobacteria,0,6
1,14,P,350,Fragilaria,Cryptophyte,0,40
1,14,P,350,Tabellaria,Diatom,0,50
1,14,P,350,Fragilaria,Cryptophyte,2,40
1,14,P,350,Euglenid,Euglenophyta,0,70
1,14,P,350,Arthrodesmus,Chlorophyta,0,30
1,14,P,350,Planktothrix,Cyanobacteria,0,100
1,14,P,350,Phacus,Euglenophyta,0,35
1,14,P,350,Merismopedia,Cyanobacteria,0,3
1,14,P,350,Chroococcus,Cyanobacteria,0,27
1,14,P,350,Chlamydomonas,Chlorophyta,0,10
1,14,P,350,Synechococcus,Cyanobacteria,0,1.5
1,14,P,350,Gymnodinium,Dinoflagelate,0,55
1,14,P,350,Mallomonas,Synurophyta,0,18
1,14,P,350,Merismopedia,Cyanobacteria,0,3
1,14,P,350,Paramecium,Ciliate,0,120
1,14,P,350,Fischerella,Cyanobacteria,0,80
1,14,P,350,Amoeboid ,Amoeboid,0,3
1,14,P,350,Eunotia,Diatom,0,150
1,14,P,350,Melosira,Diatom,0,40
1,14,P,350,Diatom3,Diatom,0,60
2,14,P,350,Gloeocystis,Chlorophyta,20,23
2,14,P,350,Microcystis,Cyanobacteria,0,3
2,14,P,350,Oscillatoria,Cyanobacteria,2,63
2,14,P,350,Chrysosphaerella,Cryptophyte,0,30
2,14,P,350,Chrysosphaerella,Cryptophyte,6,30
2,14,P,350,Anabaena,Cyanobacteria,0,30
2,14,P,350,Dinobryon,Cryptophyte,0,20
2,14,P,350,Coleosphaerium,Cyanobacteria,2,6
2,14,P,350,Fragilaria,Cryptophyte,0,40
2,14,P,350,Tabellaria,Diatom,0,50
2,14,P,350,Fragilaria,Cryptophyte,0,40
2,14,P,350,Euglenid,Euglenophyta,0,70
2,14,P,350,Arthrodesmus,Chlorophyta,0,30
2,14,P,350,Planktothrix,Cyanobacteria,0,100
2,14,P,350,Phacus,Euglenophyta,0,35
2,14,P,350,Merismopedia,Cyanobacteria,0,3
2,14,P,350,Chroococcus,Cyanobacteria,0,27
2,14,P,350,Chlamydomonas,Chlorophyta,0,10
2,14,P,350,Synechococcus,Cyanobacteria,0,1.5
2,14,P,350,Gymnodinium,Dinoflagelate,0,55
2,14,P,350,Mallomonas,Synurophyta,0,18
