Date,Week,Tank,treatment,Watt,Temperature
7/27/12,5,23,PZN,400,29.456
7/27/12,5,24,PZN,50,22.456
7/27/12,5,25,P,0,24.931
7/27/12,5,26,PZN,250,27.328
7/27/12,5,27,P,300,28.456
7/27/12,5,28,PZ,100,24.931
7/27/12,5,29,P,200,26.314
7/27/12,5,30,PZ,450,29.976
7/28/12,5,1,P,400,29.789
7/28/12,5,2,PZN,0,20.901
7/28/12,5,3,P,150,25.987
7/28/12,5,4,PZN,300,28.459
7/28/12,5,5,PZN,100,25.658
7/28/12,5,6,P,50,19.092
7/28/12,5,7,PZN,350,29.312
7/28/12,5,8,P,450,29.456
7/28/12,5,9,PZ,400,29.645
7/28/12,5,10,PZN,200,25.687
7/28/12,5,11,PZ,0,19.092
7/28/12,5,12,PZ,200,25.645
7/28/12,5,13,PZ,250,26.234
7/28/12,5,14,P,350,29.335
7/28/12,5,15,P,100,20.329
7/28/12,5,16,PZN,150,25.132
7/28/12,5,17,P,250,26.012
7/28/12,5,18,PZN,450,29.645
7/28/12,5,19,PZ,150,25.102
7/28/12,5,20,PZ,350,29.004
7/28/12,5,21,PZ,50,19.874
7/28/12,5,22,PZ,300,27.489
7/28/12,5,23,PZN,400,29.345
7/28/12,5,24,PZN,50,19.826
7/28/12,5,25,P,0,24.641
7/28/12,5,26,PZN,250,26.861
7/28/12,5,27,P,300,27.468
7/28/12,5,28,PZ,100,25.125
7/28/12,5,29,P,200,25.645
7/28/12,5,30,PZ,450,29.973
7/29/12,5,1,P,400,29.789
7/29/12,5,2,PZN,0,18.806
7/29/12,5,3,P,150,22.394
7/29/12,5,4,PZN,300,28.987
7/29/12,5,5,PZN,100,21.658
7/29/12,5,6,P,50,19.948
7/29/12,5,7,PZN,350,29.999
7/29/12,5,8,P,450,30.112
7/29/12,5,9,PZ,400,29.456
7/29/12,5,10,PZN,200,25.986
7/29/12,5,11,PZ,0,19.187
7/29/12,5,12,PZ,200,26.102
7/29/12,5,13,PZ,250,26.456
7/29/12,5,14,P,350,30.031
7/29/12,5,15,P,100,21.091
7/29/12,5,16,PZN,150,25.025
7/29/12,5,17,P,250,26.231
7/29/12,5,18,PZN,450,30.002
7/29/12,5,19,PZ,150,25.012
7/29/12,5,20,PZ,350,30.12
7/29/12,5,21,PZ,50,19.652
7/29/12,5,22,PZ,300,27.168
7/29/12,5,23,PZN,400,29.456
7/29/12,5,24,PZN,50,19.561
7/29/12,5,25,P,0,20.996
7/29/12,5,26,PZN,250,26.487
7/29/12,5,27,P,300,27.102
7/29/12,5,28,PZ,100,21.378
7/29/12,5,29,P,200,26.321
7/29/12,5,30,PZ,450,30.006
7/30/12,5,1,P,400,28.456
7/30/12,5,2,PZN,0,19.282
7/30/12,5,3,P,150,24.698
7/30/12,5,4,PZN,300,27.125
7/30/12,5,5,PZN,100,23.365
7/30/12,5,6,P,50,20.519
7/30/12,5,7,PZN,350,28.345
7/30/12,5,8,P,450,28.646
7/30/12,5,9,PZ,400,28.645
7/30/12,5,10,PZN,200,24.987
7/30/12,5,11,PZ,0,19.853
7/30/12,5,12,PZ,200,25.368
7/30/12,5,13,PZ,250,25.326
7/30/12,5,14,P,350,28.123
7/30/12,5,15,P,100,23.004
7/30/12,5,16,PZN,150,24.658
7/30/12,5,17,P,250,25.126
7/30/12,5,18,PZN,450,29.756
7/30/12,5,19,PZ,150,24.623
7/30/12,5,20,PZ,350,28.123
7/30/12,5,21,PZ,50,20.369
7/30/12,5,22,PZ,300,26.012
7/30/12,5,23,PZN,400,28.678
7/30/12,5,24,PZN,50,20.657
7/30/12,5,25,P,0,18.806
7/30/12,5,26,PZN,250,25.961
7/30/12,5,27,P,300,26.038
7/30/12,5,28,PZ,100,23.388
7/30/12,5,29,P,200,25.465
7/30/12,5,30,PZ,450,28.976
7/31/12,5,1,P,400,27.023
7/31/12,5,2,PZN,0,19.948
7/31/12,5,3,P,150,24.684
7/31/12,5,4,PZN,300,25.023
7/31/12,5,5,PZN,100,23.945
7/31/12,5,6,P,50,20.234
7/31/12,5,7,PZN,350,26.789
7/31/12,5,8,P,450,28.976
7/31/12,5,9,PZ,400,27.213
7/31/12,5,10,PZN,200,23.568
7/31/12,5,11,PZ,0,19.853
7/31/12,5,12,PZ,200,24.987
7/31/12,5,13,PZ,250,24.568
7/31/12,5,14,P,350,26.458
7/31/12,5,15,P,100,23.966
7/31/12,5,16,PZN,150,24.012
7/31/12,5,17,P,250,24.356
7/31/12,5,18,PZN,450,28.003
7/31/12,5,19,PZ,150,24.698
7/31/12,5,20,PZ,350,26.023
7/31/12,5,21,PZ,50,20.476
7/31/12,5,22,PZ,300,25.035
7/31/12,5,23,PZN,400,27.123
7/31/12,5,24,PZN,50,20.687
7/31/12,5,25,P,0,19.377
7/31/12,5,26,PZN,250,24.238
7/31/12,5,27,P,300,25.637
7/31/12,5,28,PZ,100,23.966
7/31/12,5,29,P,200,25.328
7/31/12,5,30,PZ,450,28.465
8/1/12,6,1,P,400,27.876
8/1/12,6,2,PZN,0,19.567
8/1/12,6,3,P,150,23.365
8/1/12,6,4,PZN,300,26.038
8/1/12,6,5,PZN,100,22.654
8/1/12,6,6,P,50,20.996
8/1/12,6,7,PZN,350,27.035
8/1/12,6,8,P,450,28.976
8/1/12,6,9,PZ,400,27.89
8/1/12,6,10,PZN,200,24.658
8/1/12,6,11,PZ,0,20.234
8/1/12,6,12,PZ,200,24.568
8/1/12,6,13,PZ,250,25.367
8/1/12,6,14,P,350,27.234
8/1/12,6,15,P,100,22.429
8/1/12,6,16,PZN,150,23.324
8/1/12,6,17,P,250,25.032
8/1/12,6,18,PZN,450,28.459
8/1/12,6,19,PZ,150,23.546
8/1/12,6,20,PZ,350,27.459
8/1/12,6,21,PZ,50,20.721
8/1/12,6,22,PZ,300,26.325
8/1/12,6,23,PZN,400,27.976
8/1/12,6,24,PZN,50,20.345
8/1/12,6,25,P,0,20.519
8/1/12,6,26,PZN,250,25.697
8/1/12,6,27,P,300,26.891
8/1/12,6,28,PZ,100,22.812
8/1/12,6,29,P,200,24.102
8/1/12,6,30,PZ,450,29.003
8/2/12,6,1,P,400,29.48
8/2/12,6,2,PZN,0,20.519
8/2/12,6,3,P,150,25.699
8/2/12,6,4,PZN,300,28.12
8/2/12,6,5,PZN,100,24.32
8/2/12,6,6,P,50,21.282
8/2/12,6,7,PZN,350,29.477
8/2/12,6,8,P,450,30.113
8/2/12,6,9,PZ,400,29.478
8/2/12,6,10,PZN,200,26.359
8/2/12,6,11,PZ,0,20.519
8/2/12,6,12,PZ,200,26.012
8/2/12,6,13,PZ,250,27.15
8/2/12,6,14,P,350,29.135
8/2/12,6,15,P,100,24.158
8/2/12,6,16,PZN,150,25.687
8/2/12,6,17,P,250,27.003
8/2/12,6,18,PZN,450,30.459
8/2/12,6,19,PZ,150,25.657
8/2/12,6,20,PZ,350,29.368
8/2/12,6,21,PZ,50,21.284
8/2/12,6,22,PZ,300,28.103
8/2/12,6,23,PZN,400,29.978
8/2/12,6,24,PZN,50,21.846
8/2/12,6,25,P,0,19.662
8/2/12,6,26,PZN,250,27.689
8/2/12,6,27,P,300,28.103
8/2/12,6,28,PZ,100,24.158
8/2/12,6,29,P,200,26.357
8/2/12,6,30,PZ,450,30.457
8/3/12,6,1,P,400,27.032
8/3/12,6,2,PZN,0,20.71
8/3/12,6,3,P,150,22.645
8/3/12,6,4,PZN,300,25.976
8/3/12,6,5,PZN,100,21.843
8/3/12,6,6,P,50,22.238
8/3/12,6,7,PZN,350,26.876
8/3/12,6,8,P,450,28.645
8/3/12,6,9,PZ,400,27.126
8/3/12,6,10,PZN,200,23.356
8/3/12,6,11,PZ,0,21.473
8/3/12,6,12,PZ,200,23.98
8/3/12,6,13,PZ,250,24.56
8/3/12,6,14,P,350,26.315
8/3/12,6,15,P,100,20.996
8/3/12,6,16,PZN,150,22.019
8/3/12,6,17,P,250,24.033
8/3/12,6,18,PZN,450,28.003
8/3/12,6,19,PZ,150,22.654
8/3/12,6,20,PZ,350,26.345
8/3/12,6,21,PZ,50,22.249
8/3/12,6,22,PZ,300,25.643
8/3/12,6,23,PZN,400,27.456
8/3/12,6,24,PZN,50,22.546
8/3/12,6,25,P,0,20.519
8/3/12,6,26,PZN,250,24.658
8/3/12,6,27,P,300,25.364
8/3/12,6,28,PZ,100,21.76
8/3/12,6,29,P,200,23.325
8/3/12,6,30,PZ,450,28.649
8/4/12,6,1,P,400,26.78
8/4/12,6,2,PZN,0,21.569
8/4/12,6,3,P,150,23.602
8/4/12,6,4,PZN,300,25.102
8/4/12,6,5,PZN,100,22.681
8/4/12,6,6,P,50,21.282
8/4/12,6,7,PZN,350,26.003
8/4/12,6,8,P,450,28.997
8/4/12,6,9,PZ,400,26.787
8/4/12,6,10,PZN,200,24.563
8/4/12,6,11,PZ,0,21.091
8/4/12,6,12,PZ,200,24.568
8/4/12,6,13,PZ,250,25.023
8/4/12,6,14,P,350,26.456
8/4/12,6,15,P,100,21.569
8/4/12,6,16,PZN,150,23.657
8/4/12,6,17,P,250,25.123
8/4/12,6,18,PZN,450,27.346
8/4/12,6,19,PZ,150,23.652
8/4/12,6,20,PZ,350,26.791
8/4/12,6,21,PZ,50,21.513
8/4/12,6,22,PZ,300,25.348
8/4/12,6,23,PZN,400,26.978
8/4/12,6,24,PZN,50,21.698
8/4/12,6,25,P,0,20.615
8/4/12,6,26,PZN,250,24.968
8/4/12,6,27,P,300,25.102
8/4/12,6,28,PZ,100,22.142
8/4/12,6,29,P,200,24.687
8/4/12,6,30,PZ,450,28.79
8/5/12,6,1,P,400,25.786
8/5/12,6,2,PZN,0,20.901
8/5/12,6,3,P,150,21.036
8/5/12,6,4,PZN,300,23.035
8/5/12,6,5,PZN,100,20.674
8/5/12,6,6,P,50,18.996
8/5/12,6,7,PZN,350,24.978
8/5/12,6,8,P,450,26.645
8/5/12,6,9,PZ,400,25.468
8/5/12,6,10,PZN,200,22.356
8/5/12,6,11,PZ,0,18.711
8/5/12,6,12,PZ,200,22.018
8/5/12,6,13,PZ,250,23.235
8/5/12,6,14,P,350,24.035
8/5/12,6,15,P,100,20.615
8/5/12,6,16,PZN,150,21.058
8/5/12,6,17,P,250,23.028
8/5/12,6,18,PZN,450,26.73
8/5/12,6,19,PZ,150,21.102
8/5/12,6,20,PZ,350,24.198
8/5/12,6,21,PZ,50,18.443
8/5/12,6,22,PZ,300,23.653
8/5/12,6,23,PZN,400,25.349
8/5/12,6,24,PZN,50,18.697
8/5/12,6,25,P,0,21.569
8/5/12,6,26,PZN,250,23.641
8/5/12,6,27,P,300,23.567
8/5/12,6,28,PZ,100,20.996
8/5/12,6,29,P,200,22.012
8/5/12,6,30,PZ,450,26.302
8/6/12,6,1,P,400,26.031
8/6/12,6,2,PZN,0,18.331
8/6/12,6,3,P,150,21.365
8/6/12,6,4,PZN,300,24.975
8/6/12,6,5,PZN,100,20.689
8/6/12,6,6,P,50,19.472
8/6/12,6,7,PZN,350,25.689
8/6/12,6,8,P,450,27.631
8/6/12,6,9,PZ,400,26.315
8/6/12,6,10,PZN,200,22.356
8/6/12,6,11,PZ,0,18.521
8/6/12,6,12,PZ,200,22.356
8/6/12,6,13,PZ,250,23.456
8/6/12,6,14,P,350,25.003
8/6/12,6,15,P,100,20.996
8/6/12,6,16,PZN,150,21.987
8/6/12,6,17,P,250,23.123
8/6/12,6,18,PZN,450,27.976
8/6/12,6,19,PZ,150,21.301
8/6/12,6,20,PZ,350,25.13
8/6/12,6,21,PZ,50,19.871
8/6/12,6,22,PZ,300,24.03
8/6/12,6,23,PZN,400,26.34
8/6/12,6,24,PZN,50,19.981
8/6/12,6,25,P,0,20.901
8/6/12,6,26,PZN,250,23.015
8/6/12,6,27,P,300,24.62
8/6/12,6,28,PZ,100,21.378
8/6/12,6,29,P,200,22.563
8/6/12,6,30,PZ,450,27.978
8/7/12,6,1,P,400,28.456
8/7/12,6,2,PZN,0,18.616
8/7/12,6,3,P,150,23.605
8/7/12,6,4,PZN,300,27.126
8/7/12,6,5,PZN,100,22.364
8/7/12,6,6,P,50,17.57
8/7/12,6,7,PZN,350,28.003
8/7/12,6,8,P,450,29.456
8/7/12,6,9,PZ,400,28.465
8/7/12,6,10,PZN,200,25.124
8/7/12,6,11,PZ,0,17.475
8/7/12,6,12,PZ,200,25.001
8/7/12,6,13,PZ,250,26.147
8/7/12,6,14,P,350,28.146
8/7/12,6,15,P,100,21.855
8/7/12,6,16,PZN,150,23.657
8/7/12,6,17,P,250,26.023
8/7/12,6,18,PZN,450,29.003
8/7/12,6,19,PZ,150,23.451
8/7/12,6,20,PZ,350,28.456
8/7/12,6,21,PZ,50,18.249
8/7/12,6,22,PZ,300,27.125
8/7/12,6,23,PZN,400,28.645
8/7/12,6,24,PZN,50,18.978
8/7/12,6,25,P,0,18.236
8/7/12,6,26,PZN,250,26.345
8/7/12,6,27,P,300,27.102
8/7/12,6,28,PZ,100,22.046
8/7/12,6,29,P,200,24.63
8/7/12,6,30,PZ,450,29.458
8/8/12,7,1,P,400,24.645
8/8/12,7,2,PZN,0,17.379
8/8/12,7,3,P,150,21.987
8/8/12,7,4,PZN,300,22.312
8/8/12,7,5,PZN,100,20.668
8/8/12,7,6,P,50,18.616
8/8/12,7,7,PZN,350,23.64
8/8/12,7,8,P,450,25.649
8/8/12,7,9,PZ,400,24.456
8/8/12,7,10,PZN,200,21.986
8/8/12,7,11,PZ,0,17.95
8/8/12,7,12,PZ,200,21.998
8/8/12,7,13,PZ,250,21.056
8/8/12,7,14,P,350,23.001
8/8/12,7,15,P,100,20.519
8/8/12,7,16,PZN,150,21.028
8/8/12,7,17,P,250,21.022
8/8/12,7,18,PZN,450,25.003
8/8/12,7,19,PZ,150,21.035
8/8/12,7,20,PZ,350,23.34
8/8/12,7,21,PZ,50,18.621
8/8/12,7,22,PZ,300,22.135
8/8/12,7,23,PZN,400,24.56
8/8/12,7,24,PZN,50,18.965
8/8/12,7,25,P,0,18.426
8/8/12,7,26,PZN,250,21.597
8/8/12,7,27,P,300,22.365
8/8/12,7,28,PZ,100,20.996
8/8/12,7,29,P,200,22.358
8/8/12,7,30,PZ,450,25.978
8/9/12,7,1,P,400,28.976
8/9/12,7,2,PZN,0,18.14
8/9/12,7,3,P,150,23.642
8/9/12,7,4,PZN,300,27.138
8/9/12,7,5,PZN,100,22.987
8/9/12,7,6,P,50,16.427
8/9/12,7,7,PZN,350,28.978
8/9/12,7,8,P,450,29.334
8/9/12,7,9,PZ,400,28.746
8/9/12,7,10,PZN,200,24.653
8/9/12,7,11,PZ,0,16.427
8/9/12,7,12,PZ,200,24.56
8/9/12,7,13,PZ,250,26.125
8/9/12,7,14,P,350,28.123
8/9/12,7,15,P,100,22.238
8/9/12,7,16,PZN,150,23.674
8/9/12,7,17,P,250,25.003
8/9/12,7,18,PZN,450,29.003
8/9/12,7,19,PZ,150,23.654
8/9/12,7,20,PZ,350,28.356
8/9/12,7,21,PZ,50,16.245
8/9/12,7,22,PZ,300,27.123
8/9/12,7,23,PZN,400,28.976
8/9/12,7,24,PZN,50,16.354
8/9/12,7,25,P,0,18.14
8/9/12,7,26,PZN,250,26.846
8/9/12,7,27,P,300,27.694
8/9/12,7,28,PZ,100,22.429
8/9/12,7,29,P,200,24.569
8/9/12,7,30,PZ,450,29.441
8/10/12,7,1,P,400,25.456
8/10/12,7,2,PZN,0,16.332
8/10/12,7,3,P,150,20.364
8/10/12,7,4,PZN,300,23.316
8/10/12,7,5,PZN,100,19.986
8/10/12,7,6,P,50,16.141
8/10/12,7,7,PZN,350,24.689
8/10/12,7,8,P,450,26.003
8/10/12,7,9,PZ,400,25.976
8/10/12,7,10,PZN,200,21.542
8/10/12,7,11,PZ,0,16.808
8/10/12,7,12,PZ,200,21.37
8/10/12,7,13,PZ,250,22.315
8/10/12,7,14,P,350,24.568
8/10/12,7,15,P,100,18.806
8/10/12,7,16,PZN,150,20.397
8/10/12,7,17,P,250,22.128
8/10/12,7,18,PZN,450,26.489
8/10/12,7,19,PZ,150,20.123
8/10/12,7,20,PZ,350,24.978
8/10/12,7,21,PZ,50,16.248
8/10/12,7,22,PZ,300,23.215
8/10/12,7,23,PZN,400,25.645
8/10/12,7,24,PZN,50,16.979
8/10/12,7,25,P,0,16.141
8/10/12,7,26,PZN,250,22.397
8/10/12,7,27,P,300,23.023
8/10/12,7,28,PZ,100,19.377
8/10/12,7,29,P,200,21.025
8/10/12,7,30,PZ,450,26.99
8/11/12,7,1,P,400,25.976
8/11/12,7,2,PZN,0,16.046
8/11/12,7,3,P,150,21.653
8/11/12,7,4,PZN,300,24.976
8/11/12,7,5,PZN,100,20.687
8/11/12,7,6,P,50,17.665
8/11/12,7,7,PZN,350,25.678
8/11/12,7,8,P,450,28.998
8/11/12,7,9,PZ,400,25.968
8/11/12,7,10,PZN,200,22.359
8/11/12,7,11,PZ,0,17.57
8/11/12,7,12,PZ,200,22.029
8/11/12,7,13,PZ,250,23.589
8/11/12,7,14,P,350,25.326
8/11/12,7,15,P,100,20.329
8/11/12,7,16,PZN,150,21.653
8/11/12,7,17,P,250,23.028
8/11/12,7,18,PZN,450,28.933
8/11/12,7,19,PZ,150,21.654
8/11/12,7,20,PZ,350,25.978
8/11/12,7,21,PZ,50,17.987
8/11/12,7,22,PZ,300,24.036
8/11/12,7,23,PZN,400,26.103
8/11/12,7,24,PZN,50,17.65
8/11/12,7,25,P,0,15.855
8/11/12,7,26,PZN,250,23.978
8/11/12,7,27,P,300,24.024
8/11/12,7,28,PZ,100,20.424
8/11/12,7,29,P,200,22.013
8/11/12,7,30,PZ,450,28.768
8/12/12,7,1,P,400,27.456
8/12/12,7,2,PZN,0,17.665
8/12/12,7,3,P,150,22.647
8/12/12,7,4,PZN,300,25.643
8/12/12,7,5,PZN,100,21.65
8/12/12,7,6,P,50,18.14
8/12/12,7,7,PZN,350,26.003
8/12/12,7,8,P,450,28.976
8/12/12,7,9,PZ,400,27.456
8/12/12,7,10,PZN,200,23.018
8/12/12,7,11,PZ,0,18.331
8/12/12,7,12,PZ,200,23.658
8/12/12,7,13,PZ,250,24.023
8/12/12,7,14,P,350,26.978
8/12/12,7,15,P,100,21.569
8/12/12,7,16,PZN,150,22.347
8/12/12,7,17,P,250,24.235
8/12/12,7,18,PZN,450,28.453
8/12/12,7,19,PZ,150,22.345
8/12/12,7,20,PZ,350,26.12
8/12/12,7,21,PZ,50,18.456
8/12/12,7,22,PZ,300,25.645
8/12/12,7,23,PZN,400,27.86
8/12/12,7,24,PZN,50,18.654
8/12/12,7,25,P,0,17.475
8/12/12,7,26,PZN,250,24.039
8/12/12,7,27,P,300,25.612
8/12/12,7,28,PZ,100,21.664
8/12/12,7,29,P,200,23.65
8/12/12,7,30,PZ,450,28.444
8/13/12,7,1,P,400,27.003
8/13/12,7,2,PZN,0,18.045
8/13/12,7,3,P,150,22.645
8/13/12,7,4,PZN,300,25.364
8/13/12,7,5,PZN,100,21.632
8/13/12,7,6,P,50,17.855
8/13/12,7,7,PZN,350,26.456
8/13/12,7,8,P,450,28.445
8/13/12,7,9,PZ,400,27.201
8/13/12,7,10,PZN,200,23.651
8/13/12,7,11,PZ,0,18.14
8/13/12,7,12,PZ,200,23.567
8/13/12,7,13,PZ,250,24.851
8/13/12,7,14,P,350,26.458
8/13/12,7,15,P,100,21.76
8/13/12,7,16,PZN,150,22.953
8/13/12,7,17,P,250,24.12
8/13/12,7,18,PZN,450,28.799
8/13/12,7,19,PZ,150,22.983
8/13/12,7,20,PZ,350,26.124
8/13/12,7,21,PZ,50,17.123
8/13/12,7,22,PZ,300,25.198
8/13/12,7,23,PZN,400,27.134
8/13/12,7,24,PZN,50,17.698
8/13/12,7,25,P,0,17.76
8/13/12,7,26,PZN,250,24.975
8/13/12,7,27,P,300,25.102
8/13/12,7,28,PZ,100,21.855
8/13/12,7,29,P,200,23.058
8/13/12,7,30,PZ,450,28.678
8/14/12,7,1,P,400,27.312
8/14/12,7,2,PZN,0,17.76
8/14/12,7,3,P,150,22.654
8/14/12,7,4,PZN,300,25.687
8/14/12,7,5,PZN,100,21.697
8/14/12,7,6,P,50,18.711
8/14/12,7,7,PZN,350,26.315
8/14/12,7,8,P,450,28.302
8/14/12,7,9,PZ,400,27.312
8/14/12,7,10,PZN,200,23.015
8/14/12,7,11,PZ,0,17.95
8/14/12,7,12,PZ,200,23.658
8/14/12,7,13,PZ,250,24.103
8/14/12,7,14,P,350,26.486
8/14/12,7,15,P,100,21.664
8/14/12,7,16,PZN,150,22.456
8/14/12,7,17,P,250,24.035
8/14/12,7,18,PZN,450,28.645
8/14/12,7,19,PZ,150,22.039
8/14/12,7,20,PZ,350,26.456
8/14/12,7,21,PZ,50,18.746
8/14/12,7,22,PZ,300,25.326
8/14/12,7,23,PZN,400,27.453
8/14/12,7,24,PZN,50,18.413
8/14/12,7,25,P,0,17.665
8/14/12,7,26,PZN,250,24.687
8/14/12,7,27,P,300,25.138
8/14/12,7,28,PZ,100,21.76
8/14/12,7,29,P,200,23.65
8/14/12,7,30,PZ,450,28.003
8/15/12,8,1,P,400,27.978
8/15/12,8,2,PZN,0,18.806
8/15/12,8,3,P,150,23.635
8/15/12,8,4,PZN,300,26.781
8/15/12,8,5,PZN,100,22.658
8/15/12,8,6,P,50,18.331
8/15/12,8,7,PZN,350,27.4
8/15/12,8,8,P,450,28.669
8/15/12,8,9,PZ,400,27.864
8/15/12,8,10,PZN,200,24.567
8/15/12,8,11,PZ,0,17.094
8/15/12,8,12,PZ,200,24.025
8/15/12,8,13,PZ,250,25.654
8/15/12,8,14,P,350,27.897
8/15/12,8,15,P,100,22.333
8/15/12,8,16,PZN,150,23.148
8/15/12,8,17,P,250,25.003
8/15/12,8,18,PZN,450,28.469
8/15/12,8,19,PZ,150,23.472
8/15/12,8,20,PZ,350,27.456
8/15/12,8,21,PZ,50,18.325
8/15/12,8,22,PZ,300,26.45
8/15/12,8,23,PZN,400,27.961
8/15/12,8,24,PZN,50,18.021
8/15/12,8,25,P,0,18.521
8/15/12,8,26,PZN,250,25.012
8/15/12,8,27,P,300,26.357
8/15/12,8,28,PZ,100,22.333
8/15/12,8,29,P,200,24.658
8/15/12,8,30,PZ,450,28.997
8/16/12,8,1,P,400,26.497
8/16/12,8,2,PZN,0,18.331
8/16/12,8,3,P,150,22.345
8/16/12,8,4,PZN,300,24.168
8/16/12,8,5,PZN,100,21.983
8/16/12,8,6,P,50,18.331
8/16/12,8,7,PZN,350,25.003
8/16/12,8,8,P,450,27.931
8/16/12,8,9,PZ,400,26.943
8/16/12,8,10,PZN,200,23.018
8/16/12,8,11,PZ,0,16.713
8/16/12,8,12,PZ,200,23.019
8/16/12,8,13,PZ,250,23.015
8/16/12,8,14,P,350,25.645
8/16/12,8,15,P,100,21.855
8/16/12,8,16,PZN,150,22.678
8/16/12,8,17,P,250,23.569
8/16/12,8,18,PZN,450,27.663
8/16/12,8,19,PZ,150,22.64
8/16/12,8,20,PZ,350,25.648
8/16/12,8,21,PZ,50,18.975
8/16/12,8,22,PZ,300,24.239
8/16/12,8,23,PZN,400,26.497
8/16/12,8,24,PZN,50,18.632
8/16/12,8,25,P,0,18.14
8/16/12,8,26,PZN,250,23.975
8/16/12,8,27,P,300,24.653
8/16/12,8,28,PZ,100,21.951
8/16/12,8,29,P,200,23.69
8/16/12,8,30,PZ,450,27.102
8/17/12,8,1,P,400,28.034
8/17/12,8,2,PZN,0,18.331
8/17/12,8,3,P,150,21.645
8/17/12,8,4,PZN,300,26.102
8/17/12,8,5,PZN,100,21.698
8/17/12,8,6,P,50,17.284
8/17/12,8,7,PZN,350,27.345
8/17/12,8,8,P,450,28.976
8/17/12,8,9,PZ,400,27.996
8/17/12,8,10,PZN,200,24.659
8/17/12,8,11,PZ,0,15.091
8/17/12,8,12,PZ,200,22.146
8/17/12,8,13,PZ,250,25.148
8/17/12,8,14,P,350,27.318
8/17/12,8,15,P,100,21.855
8/17/12,8,16,PZN,150,21.025
8/17/12,8,17,P,250,25.128
8/17/12,8,18,PZN,450,28.003
8/17/12,8,19,PZ,150,21.623
8/17/12,8,20,PZ,350,27.458
8/17/12,8,21,PZ,50,17.53
8/17/12,8,22,PZ,300,26.345
8/17/12,8,23,PZN,400,27.976
8/17/12,8,24,PZN,50,17.654
8/17/12,8,25,P,0,18.14
8/17/12,8,26,PZN,250,25.168
8/17/12,8,27,P,300,26.128
8/17/12,8,28,PZ,100,21.76
8/17/12,8,29,P,200,22.146
8/17/12,8,30,PZ,450,28.446
8/18/12,8,1,P,400,27.976
8/18/12,8,2,PZN,0,17.189
8/18/12,8,3,P,150,22.312
8/18/12,8,4,PZN,300,26.035
8/18/12,8,5,PZN,100,20.687
8/18/12,8,6,P,50,18.14
8/18/12,8,7,PZN,350,27.102
8/18/12,8,8,P,450,28.456
8/18/12,8,9,PZ,400,27.456
8/18/12,8,10,PZN,200,24.986
8/18/12,8,11,PZ,0,15.282
8/18/12,8,12,PZ,200,24.012
8/18/12,8,13,PZ,250,26.001
8/18/12,8,14,P,350,26.458
8/18/12,8,15,P,100,20.138
8/18/12,8,16,PZN,150,23.456
8/18/12,8,17,P,250,25.945
8/18/12,8,18,PZN,450,28.446
8/18/12,8,19,PZ,150,22.314
8/18/12,8,20,PZ,350,27.264
8/18/12,8,21,PZ,50,18.14
8/18/12,8,22,PZ,300,26.438
8/18/12,8,23,PZN,400,27.168
8/18/12,8,24,PZN,50,18.654
8/18/12,8,25,P,0,16.999
8/18/12,8,26,PZN,250,25.975
8/18/12,8,27,P,300,26.354
8/18/12,8,28,PZ,100,20.138
8/18/12,8,29,P,200,24.65
8/18/12,8,30,PZ,450,28.976
8/19/12,8,1,P,400,27.345
8/19/12,8,2,PZN,0,17.855
8/19/12,8,3,P,150,22.346
8/19/12,8,4,PZN,300,24.384
8/19/12,8,5,PZN,100,21.039
8/19/12,8,6,P,50,16.332
8/19/12,8,7,PZN,350,26.458
8/19/12,8,8,P,450,28.113
8/19/12,8,9,PZ,400,27.015
8/19/12,8,10,PZN,200,22.567
8/19/12,8,11,PZ,0,13.942
8/19/12,8,12,PZ,200,22.987
8/19/12,8,13,PZ,250,23.458
8/19/12,8,14,P,350,25.031
8/19/12,8,15,P,100,21.091
8/19/12,8,16,PZN,150,22.657
8/19/12,8,17,P,250,23.478
8/19/12,8,18,PZN,450,29.44
8/19/12,8,19,PZ,150,22.015
8/19/12,8,20,PZ,350,25.459
8/19/12,8,21,PZ,50,16.546
8/19/12,8,22,PZ,300,24.659
8/19/12,8,23,PZN,400,27.031
8/19/12,8,24,PZN,50,16.541
8/19/12,8,25,P,0,17.189
8/19/12,8,26,PZN,250,23.179
8/19/12,8,27,P,300,24.135
8/19/12,8,28,PZ,100,21.091
8/19/12,8,29,P,200,23.564
8/19/12,8,30,PZ,450,28.003
8/20/12,8,1,P,400,21.032
8/20/12,8,2,PZN,0,16.046
8/20/12,8,3,P,150,17.654
8/20/12,8,4,PZN,300,20.645
8/20/12,8,5,PZN,100,16.028
8/20/12,8,6,P,50,15.282
8/20/12,8,7,PZN,350,20.489
8/20/12,8,8,P,450,24.689
8/20/12,8,9,PZ,400,21.589
8/20/12,8,10,PZN,200,18.653
8/20/12,8,11,PZ,0,15.76
8/20/12,8,12,PZ,200,18.975
8/20/12,8,13,PZ,250,19.785
8/20/12,8,14,P,350,20.978
8/20/12,8,15,P,100,15.664
8/20/12,8,16,PZN,150,17.658
8/20/12,8,17,P,250,19.456
8/20/12,8,18,PZN,450,24.645
8/20/12,8,19,PZ,150,17.63
8/20/12,8,20,PZ,350,20.147
8/20/12,8,21,PZ,50,15.687
8/20/12,8,22,PZ,300,20.156
8/20/12,8,23,PZN,400,21.458
8/20/12,8,24,PZN,50,15.981
