date,julian day ,tank,temp,treatment,species,stage,stage,sex,Skaltenteile,Verg,comments,size in cm
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,4,300,PP+Z+N,Nauplii,,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,cyclopoid,,5B5S,,3.5,6.0,,0.595
21/8/12,234,5,100,PP+Z+N,cyclopoid,,4B3S,,2.1,6.0,,0.357
21/8/12,234,5,100,PP+Z+N,cyclopoid,,4B4S,,2.8,6.0,,0.476
21/8/12,234,5,100,PP+Z+N,cyclopoid,,5B5S,,3.7,6.0,,0.629
21/8/12,234,5,100,PP+Z+N,cyclopoid,,5B5S,,3.7,6.0,,0.629
21/8/12,234,5,100,PP+Z+N,cyclopoid,,5B5S,,3.6,6.0,,0.612
21/8/12,234,5,100,PP+Z+N,cyclopoid,,4B4S,,3.3,6.0,,0.561
21/8/12,234,5,100,PP+Z+N,cyclopoid,,4B4S,,3.2,6.0,,0.544
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B4S,,3.0,6.0,,0.510
28/8/12,241,5,100,PP+Z+N,cyclopoid,,5B5S,,3.6,6.0,,0.612
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B5S,,3.8,6.0,,0.646
28/8/12,241,5,100,PP+Z+N,cyclopoid,adult,,female,3.7,6.0,,0.629
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B4S,,2.8,6.0,,0.476
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B5S,,3.2,6.0,,0.544
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B5S,,2.8,6.0,,0.476
28/8/12,241,5,100,PP+Z+N,cyclopoid,adult,,male,4.0,6.0,,0.680
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B5S,,2.9,6.0,,0.493
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B5S,,3.1,6.0,,0.527
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B5S,,3.3,6.0,,0.561
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B4S,,2.8,6.0,,0.476
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B5S,,3.5,6.0,,0.595
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B4S,,3.0,6.0,,0.510
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B4S,,3.1,6.0,,0.527
28/8/12,241,5,100,PP+Z+N,cyclopoid,,4B4S,,3.2,6.0,,0.544
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,5,100,PP+Z+N,Nauplii,,,,,6.0,,0.000
21/8/12,234,7,350,PP+Z+N,Copepod,,5B5S,,2.8,6.0,,0.476
21/8/12,234,7,350,PP+Z+N,cyclopoid,,5B4S,,2.9,6.0,,0.493
21/8/12,234,7,350,PP+Z+N,cyclopoid,,5B5S,,3.8,6.0,,0.646
21/8/12,234,7,350,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,7,350,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,7,350,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,7,350,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,7,350,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,7,350,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,7,350,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,cyclopoid,adult,,female,3.7,6.0,,0.629
28/8/12,241,7,350,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,7,350,PP+Z+N,Daphnia,immature,,,2.1,6.0,,0.357
28/8/12,241,7,350,PP+Z+N,Nauplii,,,,,6.0,,0.000
21/8/12,234,9,400,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,9,400,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,9,400,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,9,400,PP+Z,Daphnia,egg,,,,6.0,,0.000
31/7/12,213,10,200,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,10,200,PP+Z+N,copepod,egg,,,,6.0,,0.000
28/8/12,241,10,200,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,10,200,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,11,0,PP+Z,cyclopoid,,4B3S,,2.2,6.0,,0.374
28/8/12,241,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,11,0,PP+Z,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,11,0,PP+Z,Daphnia,larvae,,,,6.0,,0.000
24/7/12,206,12,200,PP+Z,cyclopoid,adult,5B5S,male,3.0,6.0,,0.510
24/7/12,206,12,200,PP+Z,cyclopoid,,3B,,4.2,6.0,,0.714
24/7/12,206,12,200,PP+Z,Daphnia,mature,,,7.0,6.0,,1.190
31/7/12,213,12,200,PP+Z,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,12,200,PP+Z,cyclopoid,,4B5S,,3.2,6.0,,0.544
21/8/12,234,12,200,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,12,200,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,12,200,PP+Z,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,12,200,PP+Z,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,copepod,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,cyclopoid,,4B5S,,2.9,6.0,,0.493
28/8/12,241,12,200,PP+Z,cyclopoid,adult,,female,3.8,6.0,,0.646
28/8/12,241,12,200,PP+Z,cyclopoid,adult,,male,3.5,6.0,,0.595
28/8/12,241,12,200,PP+Z,cyclopoid,,4B4S,,2.7,6.0,,0.459
28/8/12,241,12,200,PP+Z,cyclopoid,,4B4S,,2.4,6.0,,0.408
28/8/12,241,12,200,PP+Z,cyclopoid,,4B5S,,2.8,6.0,,0.476
28/8/12,241,12,200,PP+Z,cyclopoid,adult,,male,4.7,6.0,,0.799
28/8/12,241,12,200,PP+Z,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,12,200,PP+Z,Nauplii,,,,,6.0,,0.000
24/7/12,206,13,250,PP+Z,cyclopoid,adult,,male,3.5,6.0,,0.595
24/7/12,206,13,250,PP+Z,Daphnia,immature,,,2.1,6.0,,0.357
24/7/12,206,13,250,PP+Z,Daphnia,larvae,,,,6.0,,0.000
24/7/12,206,13,250,PP+Z,Daphnia,larvae,,,,6.0,,0.000
24/7/12,206,13,250,PP+Z,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,13,250,PP+Z,cyclopoid,,4B4S,,3.0,6.0,,0.510
21/8/12,234,13,250,PP+Z,cyclopoid,,4B4S,,2.7,6.0,,0.459
28/8/12,241,13,250,PP+Z,cyclopoid,adult,4B5S,female,2.5,6.0,,0.425
24/7/12,206,16,150,PP+Z+N,cyclopoid,adult,,female,4.3,6.0,,0.731
21/8/12,234,16,150,PP+Z+N,cyclopoid,,4B4S,,3.0,6.0,,0.510
21/8/12,234,16,150,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,16,150,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,16,150,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,16,150,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,16,150,PP+Z+N,cyclopoid,,4B5S,,3.3,6.0,,0.561
31/7/12,213,18,450,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
7/8/12,220,18,450,PP+Z+N,cyclopoid,,4B4S,,3.3,6.0,,0.561
7/8/12,220,18,450,PP+Z+N,cyclopoid,,3B,,2.8,6.0,,0.476
21/8/12,234,18,450,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Copepod,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B5S,,3.2,6.0,,0.544
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B5S,,3.6,6.0,,0.612
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B5S,,3.2,6.0,,0.544
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B5S,male,3.9,6.0,,0.663
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B5S,,3.1,6.0,,0.527
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B5S,,3.5,6.0,,0.595
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B5S,,3.2,6.0,,0.544
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B5S,,3.8,6.0,,0.646
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B5S,,3.5,6.0,,0.595
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B4S,,3.0,6.0,,0.510
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B4S,,3.0,6.0,,0.510
21/8/12,234,18,450,PP+Z+N,cyclopoid,adult,,male,3.7,6.0,,0.629
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B4S,,3.0,6.0,,0.510
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B4S,,2.8,6.0,,0.476
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B4S,,3.3,6.0,,0.561
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B4S,,3.6,6.0,,0.612
21/8/12,234,18,450,PP+Z+N,cyclopoid,,5B4S,,2.3,6.0,,0.391
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B4S,,3.0,6.0,,0.510
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B4S,,3.4,6.0,,0.578
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B4S,,3.6,6.0,,0.612
21/8/12,234,18,450,PP+Z+N,cyclopoid,,3B,,2.3,6.0,,0.391
21/8/12,234,18,450,PP+Z+N,cyclopoid,,4B3S,,3.2,6.0,,0.544
21/8/12,234,18,450,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
21/8/12,234,18,450,PP+Z+N,Daphnia,juvenile,,,2.6,6.0,,0.442
21/8/12,234,18,450,PP+Z+N,Daphnia,juvenile,,,3.2,6.0,,0.544
28/8/12,241,18,450,PP+Z+N,cyclopoid,,4B5S,,3.1,6.0,,0.527
28/8/12,241,18,450,PP+Z+N,cyclopoid,,4B5S,,3.4,6.0,,0.578
28/8/12,241,18,450,PP+Z+N,cyclopoid,,4B5S,,3.4,6.0,,0.578
28/8/12,241,18,450,PP+Z+N,cyclopoid,,4B4S,,3.0,6.0,,0.510
28/8/12,241,18,450,PP+Z+N,cyclopoid,,4B5S,,3.3,6.0,oithona,0.561
28/8/12,241,18,450,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,18,450,PP+Z+N,Daphnia,larvae,,,,6.0,,0.000
28/8/12,241,18,450,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,18,450,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,18,450,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,18,450,PP+Z+N,Daphnia,egg,,,,6.0,,0.000
28/8/12,241,18,450,PP+Z+N,Daphnia,mature,,,4.8,6.0,,0.816
28/8/12,241,18,450,PP+Z+N,Daphnia,immature,,,3.3,6.0,,0.561
28/8/12,241,18,450,PP+Z+N,Daphnia,immature,,,2.5,6.0,,0.425
28/8/12,241,18,450,PP+Z+N,Daphnia,immature,,,3.7,6.0,,0.629
28/8/12,241,18,450,PP+Z+N,Daphnia,immature,,,3.0,6.0,,0.510
28/8/12,241,18,450,PP+Z+N,Daphnia,immature,,,2.8,6.0,,0.476
28/8/12,241,18,450,PP+Z+N,Daphnia,mature,,,6.3,6.0,,1.071
24/7/12,206,19,150,PP+Z,cyclopoid,,5B5S,,3.2,6.0,,0.544
24/7/12,206,19,150,PP+Z,cyclopoid,,5B5S,,3.3,6.0,,0.561
24/7/12,206,19,150,PP+Z,cyclopoid,,5B5S,,3.3,6.0,,0.561
24/7/12,206,19,150,PP+Z,Daphnia,immature,,,3.1,6.0,,0.527
31/7/12,213,19,150,PP+Z,cyclopoid,,2B2S,,2.2,6.0,,0.374
31/7/12,213,19,150,PP+Z,cyclopoid,,4B2S,,2.1,6.0,,0.357
31/7/12,213,19,150,PP+Z,cyclopoid,,4B2S,,2.5,6.0,,0.425
31/7/12,213,19,150,PP+Z,cyclopoid,,4B2S,,2.4,6.0,,0.408
31/7/12,213,19,150,PP+Z,cyclopoid,,4B2S,,2.2,6.0,,0.374
31/7/12,213,19,150,PP+Z,cyclopoid,,4B3S,,2.9,6.0,,0.493
31/7/12,213,19,150,PP+Z,cyclopoid,,4B2S,,2.6,6.0,,0.442
31/7/12,213,19,150,PP+Z,cyclopoid,,4B2S,,2.5,6.0,,0.425
7/8/12,220,19,150,PP+Z,cyclopoid,,4B4S,,3.0,6.0,,0.510
7/8/12,220,19,150,PP+Z,cyclopoid,,4B5S,,3.5,6.0,,0.595
7/8/12,220,19,150,PP+Z,cyclopoid,,4B4S,,3.0,6.0,,0.510
7/8/12,220,19,150,PP+Z,cyclopoid,,4B4S,,2.9,6.0,,0.493
7/8/12,220,19,150,PP+Z,cyclopoid,,4B4S,,3.3,6.0,,0.561
7/8/12,220,19,150,PP+Z,cyclopoid,,4B4S,,3.4,6.0,,0.578
7/8/12,220,19,150,PP+Z,cyclopoid,,4B4S,,3.9,6.0,,0.663
7/8/12,220,19,150,PP+Z,cyclopoid,,4B4S,,2.3,6.0,,0.391
7/8/12,220,19,150,PP+Z,Daphnia,immature,,,4.8,6.0,,0.816
14/8/12,227,19,150,PP+Z,calanoid,,4B4S,,3.5,6.0,,0.595
14/8/12,227,19,150,PP+Z,calanoid,,4B4S,,2.8,6.0,,0.476
14/8/12,227,19,150,PP+Z,cyclopoid,,5B4S,,3.5,6.0,,0.595
14/8/12,227,19,150,PP+Z,cyclopoid,,4B4S,,3.0,6.0,w/ bubble,0.510
21/8/12,234,19,150,PP+Z,Copepod,egg,,,,6.0,,0.000
21/8/12,234,19,150,PP+Z,Copepod,egg,,,,6.0,,0.000
21/8/12,234,19,150,PP+Z,Copepod,egg,,,,6.0,,0.000
21/8/12,234,19,150,PP+Z,Copepod,egg,,,,6.0,,0.000
21/8/12,234,19,150,PP+Z,Copepod,egg,,,,6.0,,0.000
21/8/12,234,19,150,PP+Z,cyclopoid,,4B4S,,3.5,6.0,,0.595
21/8/12,234,19,150,PP+Z,cyclopoid,,4B4S,,2.8,6.0,,0.476
