<<<<<<< Updated upstream
Tank,Week,average temp,Fields.Of.View,power,trophic.level,species,functional type,N-fixer,density
8,2,31.976,40,450,P,Coleosphaerium,Cyanobacteria,no,1.5
11,2,22.853,40,0,PZ,Coleosphaerium,Cyanobacteria,no,1.5
21,2,23.476,40,50,PZ,Coleosphaerium,Cyanobacteria,no,1.5
28,2,26.966,40,100,PZ,Coleosphaerium,Cyanobacteria,no,0
19,2,27.698,40,150,PZ,Coleosphaerium,Cyanobacteria,no,1.5
12,2,27.987,40,200,PZ,Coleosphaerium,Cyanobacteria,no,4.5
13,2,27.568,40,250,PZ,Coleosphaerium,Cyanobacteria,no,0
22,2,28.035,40,300,PZ,Coleosphaerium,Cyanobacteria,no,1.5
20,2,29.023,40,350,PZ,Coleosphaerium,Cyanobacteria,no,0
9,2,30.213,40,400,PZ,Coleosphaerium,Cyanobacteria,no,0
30,2,31.465,40,450,PZ,Coleosphaerium,Cyanobacteria,no,1.5
2,2,22.948,40,0,PZN,Coleosphaerium,Cyanobacteria,no,4.5
24,2,23.687,40,50,PZN,Coleosphaerium,Cyanobacteria,no,0
5,2,26.945,40,100,PZN,Coleosphaerium,Cyanobacteria,no,0
16,2,27.012,40,150,PZN,Coleosphaerium,Cyanobacteria,no,0
10,2,26.568,40,200,PZN,Coleosphaerium,Cyanobacteria,no,0
26,2,27.238,40,250,PZN,Coleosphaerium,Cyanobacteria,no,0
4,2,28.023,40,300,PZN,Coleosphaerium,Cyanobacteria,no,3
7,2,29.789,40,350,PZN,Coleosphaerium,Cyanobacteria,no,1.5
23,2,30.123,40,400,PZN,Coleosphaerium,Cyanobacteria,no,0
18,2,31.003,40,450,PZN,Coleosphaerium,Cyanobacteria,no,1.5
25,2,22.377,40,0,P,Cryptomonas,Cryptomonas,no,0
6,2,23.234,40,50,P,Cryptomonas,Cryptomonas,no,0
15,2,26.966,40,100,P,Cryptomonas,Cryptomonas,no,1.5
3,2,27.684,40,150,P,Cryptomonas,Cryptomonas,no,0
29,2,28.328,40,200,P,Cryptomonas,Cryptomonas,no,0
17,2,27.356,40,250,P,Cryptomonas,Cryptomonas,no,0
27,2,28.637,40,300,P,Cryptomonas,Cryptomonas,no,1.5
14,2,29.458,40,350,P,Cryptomonas,Cryptomonas,no,0
1,2,30.023,40,400,P,Cryptomonas,Cryptomonas,no,0
8,2,31.976,40,450,P,Cryptomonas,Cryptomonas,no,0
11,2,22.853,40,0,PZ,Cryptomonas,Cryptomonas,no,0
21,2,23.476,40,50,PZ,Cryptomonas,Cryptomonas,no,1.5
28,2,26.966,40,100,PZ,Cryptomonas,Cryptomonas,no,0
19,2,27.698,40,150,PZ,Cryptomonas,Cryptomonas,no,1.5
12,2,27.987,40,200,PZ,Cryptomonas,Cryptomonas,no,0
13,2,27.568,40,250,PZ,Cryptomonas,Cryptomonas,no,1.5
22,2,28.035,40,300,PZ,Cryptomonas,Cryptomonas,no,0
20,2,29.023,40,350,PZ,Cryptomonas,Cryptomonas,no,0
9,2,30.213,40,400,PZ,Cryptomonas,Cryptomonas,no,0
30,2,31.465,40,450,PZ,Cryptomonas,Cryptomonas,no,0
2,2,22.948,40,0,PZN,Cryptomonas,Cryptomonas,no,0
24,2,23.687,40,50,PZN,Cryptomonas,Cryptomonas,no,1.5
5,2,26.945,40,100,PZN,Cryptomonas,Cryptomonas,no,1.5
16,2,27.012,40,150,PZN,Cryptomonas,Cryptomonas,no,1.5
10,2,26.568,40,200,PZN,Cryptomonas,Cryptomonas,no,0
26,2,27.238,40,250,PZN,Cryptomonas,Cryptomonas,no,1.5
4,2,28.023,40,300,PZN,Cryptomonas,Cryptomonas,no,0
7,2,29.789,40,350,PZN,Cryptomonas,Cryptomonas,no,0
23,2,30.123,40,400,PZN,Cryptomonas,Cryptomonas,no,3
18,2,31.003,40,450,PZN,Cryptomonas,Cryptomonas,no,0
25,2,22.377,40,0,P,Diatom.w.protrusions,Diatom,no,0
6,2,23.234,40,50,P,Diatom.w.protrusions,Diatom,no,0
15,2,26.966,40,100,P,Diatom.w.protrusions,Diatom,no,0
3,2,27.684,40,150,P,Diatom.w.protrusions,Diatom,no,0
29,2,28.328,40,200,P,Diatom.w.protrusions,Diatom,no,0
17,2,27.356,40,250,P,Diatom.w.protrusions,Diatom,no,0
27,2,28.637,40,300,P,Diatom.w.protrusions,Diatom,no,0
14,2,29.458,40,350,P,Diatom.w.protrusions,Diatom,no,0
1,2,30.023,40,400,P,Diatom.w.protrusions,Diatom,no,0
8,2,31.976,40,450,P,Diatom.w.protrusions,Diatom,no,0
11,2,22.853,40,0,PZ,Diatom.w.protrusions,Diatom,no,0
21,2,23.476,40,50,PZ,Diatom.w.protrusions,Diatom,no,0
28,2,26.966,40,100,PZ,Diatom.w.protrusions,Diatom,no,0
19,2,27.698,40,150,PZ,Diatom.w.protrusions,Diatom,no,0
12,2,27.987,40,200,PZ,Diatom.w.protrusions,Diatom,no,0
13,2,27.568,40,250,PZ,Diatom.w.protrusions,Diatom,no,0
22,2,28.035,40,300,PZ,Diatom.w.protrusions,Diatom,no,0
20,2,29.023,40,350,PZ,Diatom.w.protrusions,Diatom,no,0
9,2,30.213,40,400,PZ,Diatom.w.protrusions,Diatom,no,0
30,2,31.465,40,450,PZ,Diatom.w.protrusions,Diatom,no,0
2,2,22.948,40,0,PZN,Diatom.w.protrusions,Diatom,no,0
24,2,23.687,40,50,PZN,Diatom.w.protrusions,Diatom,no,0
5,2,26.945,40,100,PZN,Diatom.w.protrusions,Diatom,no,0
16,2,27.012,40,150,PZN,Diatom.w.protrusions,Diatom,no,0
10,2,26.568,40,200,PZN,Diatom.w.protrusions,Diatom,no,0
26,2,27.238,40,250,PZN,Diatom.w.protrusions,Diatom,no,0
4,2,28.023,40,300,PZN,Diatom.w.protrusions,Diatom,no,0
7,2,29.789,40,350,PZN,Diatom.w.protrusions,Diatom,no,0
23,2,30.123,40,400,PZN,Diatom.w.protrusions,Diatom,no,0
18,2,31.003,40,450,PZN,Diatom.w.protrusions,Diatom,no,0
25,2,22.377,40,0,P,Fragilaria,Diatom,no,0
6,2,23.234,40,50,P,Fragilaria,Diatom,no,4.5
15,2,26.966,40,100,P,Fragilaria,Diatom,no,0
3,2,27.684,40,150,P,Fragilaria,Diatom,no,0
29,2,28.328,40,200,P,Fragilaria,Diatom,no,0
17,2,27.356,40,250,P,Fragilaria,Diatom,no,0
27,2,28.637,40,300,P,Fragilaria,Diatom,no,0
14,2,29.458,40,350,P,Fragilaria,Diatom,no,0
1,2,30.023,40,400,P,Fragilaria,Diatom,no,0
8,2,31.976,40,450,P,Fragilaria,Diatom,no,0
11,2,22.853,40,0,PZ,Fragilaria,Diatom,no,3
21,2,23.476,40,50,PZ,Fragilaria,Diatom,no,0
28,2,26.966,40,100,PZ,Fragilaria,Diatom,no,3
19,2,27.698,40,150,PZ,Fragilaria,Diatom,no,0
12,2,27.987,40,200,PZ,Fragilaria,Diatom,no,0
13,2,27.568,40,250,PZ,Fragilaria,Diatom,no,0
22,2,28.035,40,300,PZ,Fragilaria,Diatom,no,0
20,2,29.023,40,350,PZ,Fragilaria,Diatom,no,0
9,2,30.213,40,400,PZ,Fragilaria,Diatom,no,0
30,2,31.465,40,450,PZ,Fragilaria,Diatom,no,0
2,2,22.948,40,0,PZN,Fragilaria,Diatom,no,6
24,2,23.687,40,50,PZN,Fragilaria,Diatom,no,0
5,2,26.945,40,100,PZN,Fragilaria,Diatom,no,0
16,2,27.012,40,150,PZN,Fragilaria,Diatom,no,0
10,2,26.568,40,200,PZN,Fragilaria,Diatom,no,0
26,2,27.238,40,250,PZN,Fragilaria,Diatom,no,0
4,2,28.023,40,300,PZN,Fragilaria,Diatom,no,6
7,2,29.789,40,350,PZN,Fragilaria,Diatom,no,0
23,2,30.123,40,400,PZN,Fragilaria,Diatom,no,0
18,2,31.003,40,450,PZN,Fragilaria,Diatom,no,0
25,2,22.377,40,0,P,Euglenid,Flagellate,no,0
6,2,23.234,40,50,P,Euglenid,Flagellate,no,0
15,2,26.966,40,100,P,Euglenid,Flagellate,no,0
3,2,27.684,40,150,P,Euglenid,Flagellate,no,0
29,2,28.328,40,200,P,Euglenid,Flagellate,no,0
17,2,27.356,40,250,P,Euglenid,Flagellate,no,0
27,2,28.637,40,300,P,Euglenid,Flagellate,no,3
14,2,29.458,40,350,P,Euglenid,Flagellate,no,0
1,2,30.023,40,400,P,Euglenid,Flagellate,no,0
8,2,31.976,40,450,P,Euglenid,Flagellate,no,0
11,2,22.853,40,0,PZ,Euglenid,Flagellate,no,0
21,2,23.476,40,50,PZ,Euglenid,Flagellate,no,0
28,2,26.966,40,100,PZ,Euglenid,Flagellate,no,0
19,2,27.698,40,150,PZ,Euglenid,Flagellate,no,0
12,2,27.987,40,200,PZ,Euglenid,Flagellate,no,0
13,2,27.568,40,250,PZ,Euglenid,Flagellate,no,0
22,2,28.035,40,300,PZ,Euglenid,Flagellate,no,0
20,2,29.023,40,350,PZ,Euglenid,Flagellate,no,0
9,2,30.213,40,400,PZ,Euglenid,Flagellate,no,0
30,2,31.465,40,450,PZ,Euglenid,Flagellate,no,3
2,2,22.948,40,0,PZN,Euglenid,Flagellate,no,1.5
24,2,23.687,40,50,PZN,Euglenid,Flagellate,no,0
5,2,26.945,40,100,PZN,Euglenid,Flagellate,no,0
16,2,27.012,40,150,PZN,Euglenid,Flagellate,no,0
10,2,26.568,40,200,PZN,Euglenid,Flagellate,no,0
26,2,27.238,40,250,PZN,Euglenid,Flagellate,no,1.5
4,2,28.023,40,300,PZN,Euglenid,Flagellate,no,0
7,2,29.789,40,350,PZN,Euglenid,Flagellate,no,0
23,2,30.123,40,400,PZN,Euglenid,Flagellate,no,0
18,2,31.003,40,450,PZN,Euglenid,Flagellate,no,0
25,2,22.377,40,0,P,Arthrodesmus,Chlorophycea,no,0
6,2,23.234,40,50,P,Arthrodesmus,Chlorophycea,no,0
15,2,26.966,40,100,P,Arthrodesmus,Chlorophycea,no,0
3,2,27.684,40,150,P,Arthrodesmus,Chlorophycea,no,0
29,2,28.328,40,200,P,Arthrodesmus,Chlorophycea,no,0
17,2,27.356,40,250,P,Arthrodesmus,Chlorophycea,no,0
27,2,28.637,40,300,P,Arthrodesmus,Chlorophycea,no,0
14,2,29.458,40,350,P,Arthrodesmus,Chlorophycea,no,0
1,2,30.023,40,400,P,Arthrodesmus,Chlorophycea,no,0
8,2,31.976,40,450,P,Arthrodesmus,Chlorophycea,no,0
11,2,22.853,40,0,PZ,Arthrodesmus,Chlorophycea,no,0
21,2,23.476,40,50,PZ,Arthrodesmus,Chlorophycea,no,0
28,2,26.966,40,100,PZ,Arthrodesmus,Chlorophycea,no,0
19,2,27.698,40,150,PZ,Arthrodesmus,Chlorophycea,no,0
12,2,27.987,40,200,PZ,Arthrodesmus,Chlorophycea,no,0
13,2,27.568,40,250,PZ,Arthrodesmus,Chlorophycea,no,0
22,2,28.035,40,300,PZ,Arthrodesmus,Chlorophycea,no,0
20,2,29.023,40,350,PZ,Arthrodesmus,Chlorophycea,no,0
9,2,30.213,40,400,PZ,Arthrodesmus,Chlorophycea,no,0
30,2,31.465,40,450,PZ,Arthrodesmus,Chlorophycea,no,0
2,2,22.948,40,0,PZN,Arthrodesmus,Chlorophycea,no,0
24,2,23.687,40,50,PZN,Arthrodesmus,Chlorophycea,no,0
5,2,26.945,40,100,PZN,Arthrodesmus,Chlorophycea,no,0
16,2,27.012,40,150,PZN,Arthrodesmus,Chlorophycea,no,0
10,2,26.568,40,200,PZN,Arthrodesmus,Chlorophycea,no,0
26,2,27.238,40,250,PZN,Arthrodesmus,Chlorophycea,no,0
4,2,28.023,40,300,PZN,Arthrodesmus,Chlorophycea,no,0
7,2,29.789,40,350,PZN,Arthrodesmus,Chlorophycea,no,0
23,2,30.123,40,400,PZN,Arthrodesmus,Chlorophycea,no,0
18,2,31.003,40,450,PZN,Arthrodesmus,Chlorophycea,no,0
25,2,22.377,40,0,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
6,2,23.234,40,50,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
15,2,26.966,40,100,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
3,2,27.684,40,150,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
29,2,28.328,40,200,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
17,2,27.356,40,250,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
27,2,28.637,40,300,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
14,2,29.458,40,350,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
1,2,30.023,40,400,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
8,2,31.976,40,450,P,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
11,2,22.853,40,0,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
21,2,23.476,40,50,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
28,2,26.966,40,100,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
19,2,27.698,40,150,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
12,2,27.987,40,200,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
13,2,27.568,40,250,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
22,2,28.035,40,300,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
20,2,29.023,40,350,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
9,2,30.213,40,400,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
30,2,31.465,40,450,PZ,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
2,2,22.948,40,0,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
24,2,23.687,40,50,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
5,2,26.945,40,100,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
16,2,27.012,40,150,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
10,2,26.568,40,200,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
26,2,27.238,40,250,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
4,2,28.023,40,300,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
7,2,29.789,40,350,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
23,2,30.123,40,400,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
18,2,31.003,40,450,PZN,Large.Spherical.Unicell.Cyano,Cyanobacteria,no,0
25,2,22.377,40,0,P,Phacus,Flagellate,no,0
6,2,23.234,40,50,P,Phacus,Flagellate,no,0
15,2,26.966,40,100,P,Phacus,Flagellate,no,0
3,2,27.684,40,150,P,Phacus,Flagellate,no,0
29,2,28.328,40,200,P,Phacus,Flagellate,no,0
17,2,27.356,40,250,P,Phacus,Flagellate,no,0
27,2,28.637,40,300,P,Phacus,Flagellate,no,0
14,2,29.458,40,350,P,Phacus,Flagellate,no,0
1,2,30.023,40,400,P,Phacus,Flagellate,no,0
8,2,31.976,40,450,P,Phacus,Flagellate,no,0
11,2,22.853,40,0,PZ,Phacus,Flagellate,no,0
21,2,23.476,40,50,PZ,Phacus,Flagellate,no,0
28,2,26.966,40,100,PZ,Phacus,Flagellate,no,0
19,2,27.698,40,150,PZ,Phacus,Flagellate,no,0
12,2,27.987,40,200,PZ,Phacus,Flagellate,no,0
13,2,27.568,40,250,PZ,Phacus,Flagellate,no,0
22,2,28.035,40,300,PZ,Phacus,Flagellate,no,0
20,2,29.023,40,350,PZ,Phacus,Flagellate,no,0
9,2,30.213,40,400,PZ,Phacus,Flagellate,no,0
30,2,31.465,40,450,PZ,Phacus,Flagellate,no,0
2,2,22.948,40,0,PZN,Phacus,Flagellate,no,0
24,2,23.687,40,50,PZN,Phacus,Flagellate,no,0
5,2,26.945,40,100,PZN,Phacus,Flagellate,no,0
16,2,27.012,40,150,PZN,Phacus,Flagellate,no,0
10,2,26.568,40,200,PZN,Phacus,Flagellate,no,0
26,2,27.238,40,250,PZN,Phacus,Flagellate,no,0
4,2,28.023,40,300,PZN,Phacus,Flagellate,no,0
7,2,29.789,40,350,PZN,Phacus,Flagellate,no,0
23,2,30.123,40,400,PZN,Phacus,Flagellate,no,0
18,2,31.003,40,450,PZN,Phacus,Flagellate,no,0
25,2,22.377,40,0,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
6,2,23.234,40,50,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
15,2,26.966,40,100,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
3,2,27.684,40,150,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
29,2,28.328,40,200,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
17,2,27.356,40,250,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
27,2,28.637,40,300,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
14,2,29.458,40,350,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
1,2,30.023,40,400,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
8,2,31.976,40,450,P,Ovular.Unicell.Cyano,Cyanobacteria,no,0
11,2,22.853,40,0,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
21,2,23.476,40,50,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
28,2,26.966,40,100,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
19,2,27.698,40,150,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
12,2,27.987,40,200,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
13,2,27.568,40,250,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
22,2,28.035,40,300,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
20,2,29.023,40,350,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
9,2,30.213,40,400,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,6
30,2,31.465,40,450,PZ,Ovular.Unicell.Cyano,Cyanobacteria,no,0
2,2,22.948,40,0,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
24,2,23.687,40,50,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
5,2,26.945,40,100,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
16,2,27.012,40,150,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
10,2,26.568,40,200,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
26,2,27.238,40,250,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
4,2,28.023,40,300,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
7,2,29.789,40,350,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
23,2,30.123,40,400,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
18,2,31.003,40,450,PZN,Ovular.Unicell.Cyano,Cyanobacteria,no,0
25,2,22.377,40,0,P,Chlorococcus,Chryptomonas,no,9
6,2,23.234,40,50,P,Chlorococcus,Chryptomonas,no,12
15,2,26.966,40,100,P,Chlorococcus,Chryptomonas,no,0
3,2,27.684,40,150,P,Chlorococcus,Chryptomonas,no,94.5
29,2,28.328,40,200,P,Chlorococcus,Chryptomonas,no,84
17,2,27.356,40,250,P,Chlorococcus,Chryptomonas,no,0
27,2,28.637,40,300,P,Chlorococcus,Chryptomonas,no,3
14,2,29.458,40,350,P,Chlorococcus,Chryptomonas,no,0
1,2,30.023,40,400,P,Chlorococcus,Chryptomonas,no,0
8,2,31.976,40,450,P,Chlorococcus,Chryptomonas,no,15
11,2,22.853,40,0,PZ,Chlorococcus,Chryptomonas,no,3
21,2,23.476,40,50,PZ,Chlorococcus,Chryptomonas,no,444
28,2,26.966,40,100,PZ,Chlorococcus,Chryptomonas,no,0
19,2,27.698,40,150,PZ,Chlorococcus,Chryptomonas,no,0
12,2,27.987,40,200,PZ,Chlorococcus,Chryptomonas,no,201
13,2,27.568,40,250,PZ,Chlorococcus,Chryptomonas,no,0
22,2,28.035,40,300,PZ,Chlorococcus,Chryptomonas,no,141
20,2,29.023,40,350,PZ,Chlorococcus,Chryptomonas,no,51
9,2,30.213,40,400,PZ,Chlorococcus,Chryptomonas,no,21
30,2,31.465,40,450,PZ,Chlorococcus,Chryptomonas,no,27
2,2,22.948,40,0,PZN,Chlorococcus,Chryptomonas,no,0
24,2,23.687,40,50,PZN,Chlorococcus,Chryptomonas,no,115.5
5,2,26.945,40,100,PZN,Chlorococcus,Chryptomonas,no,3
16,2,27.012,40,150,PZN,Chlorococcus,Chryptomonas,no,0
10,2,26.568,40,200,PZN,Chlorococcus,Chryptomonas,no,24
26,2,27.238,40,250,PZN,Chlorococcus,Chryptomonas,no,6
4,2,28.023,40,300,PZN,Chlorococcus,Chryptomonas,no,9
7,2,29.789,40,350,PZN,Chlorococcus,Chryptomonas,no,10.5
23,2,30.123,40,400,PZN,Chlorococcus,Chryptomonas,no,45
18,2,31.003,40,450,PZN,Chroococcus,Chryptomonas,no,54
25,2,22.377,40,0,P,Chlamydomonas,Flagellate,no,0
6,2,23.234,40,50,P,Chlamydomonas,Flagellate,no,0
15,2,26.966,40,100,P,Chlamydomonas,Flagellate,no,0
3,2,27.684,40,150,P,Chlamydomonas,Flagellate,no,0
29,2,28.328,40,200,P,Chlamydomonas,Flagellate,no,0
17,2,27.356,40,250,P,Chlamydomonas,Flagellate,no,0
27,2,28.637,40,300,P,Chlamydomonas,Flagellate,no,0
14,2,29.458,40,350,P,Chlamydomonas,Flagellate,no,0
1,2,30.023,40,400,P,Chlamydomonas,Flagellate,no,0
8,2,31.976,40,450,P,Chlamydomonas,Flagellate,no,0
11,2,22.853,40,0,PZ,Chlamydomonas,Flagellate,no,0
21,2,23.476,40,50,PZ,Chlamydomonas,Flagellate,no,0
28,2,26.966,40,100,PZ,Chlamydomonas,Flagellate,no,0
19,2,27.698,40,150,PZ,Chlamydomonas,Flagellate,no,0
12,2,27.987,40,200,PZ,Chlamydomonas,Flagellate,no,0
13,2,27.568,40,250,PZ,Chlamydomonas,Flagellate,no,0
22,2,28.035,40,300,PZ,Chlamydomonas,Flagellate,no,0
20,2,29.023,40,350,PZ,Chlamydomonas,Flagellate,no,0
9,2,30.213,40,400,PZ,Chlamydomonas,Flagellate,no,0
30,2,31.465,40,450,PZ,Chlamydomonas,Flagellate,no,0
2,2,22.948,40,0,PZN,Chlamydomonas,Flagellate,no,0
24,2,23.687,40,50,PZN,Chlamydomonas,Flagellate,no,0
5,2,26.945,40,100,PZN,Chlamydomonas,Flagellate,no,0
16,2,27.012,40,150,PZN,Chlamydomonas,Flagellate,no,0
10,2,26.568,40,200,PZN,Chlamydomonas,Flagellate,no,0
26,2,27.238,40,250,PZN,Chlamydomonas,Flagellate,no,0
4,2,28.023,40,300,PZN,Chlamydomonas,Flagellate,no,0
7,2,29.789,40,350,PZN,Chlamydomonas,Flagellate,no,0
23,2,30.123,40,400,PZN,Chlamydomonas,Flagellate,no,0
18,2,31.003,40,450,PZN,Chlamydomonas,Flagellate,no,0
25,2,22.377,40,0,P,Anacystis,Cyanobacteria,no,0
6,2,23.234,40,50,P,Anacystis,Cyanobacteria,no,0
15,2,26.966,40,100,P,Anacystis,Cyanobacteria,no,0
3,2,27.684,40,150,P,Anacystis,Cyanobacteria,no,0
29,2,28.328,40,200,P,Anacystis,Cyanobacteria,no,0
17,2,27.356,40,250,P,Anacystis,Cyanobacteria,no,0
27,2,28.637,40,300,P,Anacystis,Cyanobacteria,no,0
14,2,29.458,40,350,P,Anacystis,Cyanobacteria,no,0
1,2,30.023,40,400,P,Anacystis,Cyanobacteria,no,15
8,2,31.976,40,450,P,Anacystis,Cyanobacteria,no,0
11,2,22.853,40,0,PZ,Anacystis,Cyanobacteria,no,0
21,2,23.476,40,50,PZ,Anacystis,Cyanobacteria,no,0
28,2,26.966,40,100,PZ,Anacystis,Cyanobacteria,no,0
19,2,27.698,40,150,PZ,Anacystis,Cyanobacteria,no,0
12,2,27.987,40,200,PZ,Anacystis,Cyanobacteria,no,0
13,2,27.568,40,250,PZ,Anacystis,Cyanobacteria,no,0
22,2,28.035,40,300,PZ,Anacystis,Cyanobacteria,no,0
20,2,29.023,40,350,PZ,Anacystis,Cyanobacteria,no,0
9,2,30.213,40,400,PZ,Anacystis,Cyanobacteria,no,0
30,2,31.465,40,450,PZ,Anacystis,Cyanobacteria,no,0
2,2,22.948,40,0,PZN,Anacystis,Cyanobacteria,no,1.5
24,2,23.687,40,50,PZN,Anacystis,Cyanobacteria,no,0
5,2,26.945,40,100,PZN,Anacystis,Cyanobacteria,no,1.5
16,2,27.012,40,150,PZN,Anacystis,Cyanobacteria,no,0
10,2,26.568,40,200,PZN,Anacystis,Cyanobacteria,no,0
26,2,27.238,40,250,PZN,Anacystis,Cyanobacteria,no,3
4,2,28.023,40,300,PZN,Anacystis,Cyanobacteria,no,0
7,2,29.789,40,350,PZN,Anacystis,Cyanobacteria,no,0
23,2,30.123,40,400,PZN,Anacystis,Cyanobacteria,no,0
18,2,31.003,40,450,PZN,Anacystis,Cyanobacteria,no,0
25,2,22.377,40,0,P,Dinoflagellate,Flagellate,no,0
6,2,23.234,40,50,P,Dinoflagellate,Flagellate,no,6
15,2,26.966,40,100,P,Dinoflagellate,Flagellate,no,4.5
3,2,27.684,40,150,P,Dinoflagellate,Flagellate,no,0
29,2,28.328,40,200,P,Dinoflagellate,Flagellate,no,0
17,2,27.356,40,250,P,Dinoflagellate,Flagellate,no,3
27,2,28.637,40,300,P,Dinoflagellate,Flagellate,no,0
14,2,29.458,40,350,P,Dinoflagellate,Flagellate,no,0
1,2,30.023,40,400,P,Dinoflagellate,Flagellate,no,7.5
8,2,31.976,40,450,P,Dinoflagellate,Flagellate,no,9
11,2,22.853,40,0,PZ,Dinoflagellate,Flagellate,no,1.5
21,2,23.476,40,50,PZ,Dinoflagellate,Flagellate,no,0
28,2,26.966,40,100,PZ,Dinoflagellate,Flagellate,no,0
19,2,27.698,40,150,PZ,Dinoflagellate,Flagellate,no,0
12,2,27.987,40,200,PZ,Dinoflagellate,Flagellate,no,0
13,2,27.568,40,250,PZ,Dinoflagellate,Flagellate,no,0
22,2,28.035,40,300,PZ,Dinoflagellate,Flagellate,no,0
20,2,29.023,40,350,PZ,Dinoflagellate,Flagellate,no,1.5
9,2,30.213,40,400,PZ,Dinoflagellate,Flagellate,no,0
30,2,31.465,40,450,PZ,Dinoflagellate,Flagellate,no,0
2,2,22.948,40,0,PZN,Dinoflagellate,Flagellate,no,1.5
24,2,23.687,40,50,PZN,Dinoflagellate,Flagellate,no,0
5,2,26.945,40,100,PZN,Dinoflagellate,Flagellate,no,1.5
16,2,27.012,40,150,PZN,Dinoflagellate,Flagellate,no,0
10,2,26.568,40,200,PZN,Dinoflagellate,Flagellate,no,4.5
26,2,27.238,40,250,PZN,Dinoflagellate,Flagellate,no,0
4,2,28.023,40,300,PZN,Dinoflagellate,Flagellate,no,0
7,2,29.789,40,350,PZN,Dinoflagellate,Flagellate,no,0
23,2,30.123,40,400,PZN,Dinoflagellate,Flagellate,no,0
18,2,31.003,40,450,PZN,Dinoflagellate,Flagellate,no,1.5
25,2,22.377,40,0,P,Mallomonas,Chrysophycea,no,0
6,2,23.234,40,50,P,Mallomonas,Chrysophycea,no,0
15,2,26.966,40,100,P,Mallomonas,Chrysophycea,no,0
3,2,27.684,40,150,P,Mallomonas,Chrysophycea,no,0
29,2,28.328,40,200,P,Mallomonas,Chrysophycea,no,1.5
17,2,27.356,40,250,P,Mallomonas,Chrysophycea,no,0
