Tank,date,week,average.temp,power,trophic.level,dawn1,dusk,dawn2,dawn1time,dusktime,dawn2time,hours1,hours2,temp.dawn1,temp.dusk,temp.dawn2
17,39687,9,23.567,250,P,7.48,8.46,7.93,0.229166667,0.833333333,0.229166667,14.5,9.5,16.8,17.6,19.4
27,39687,9,24.568,300,P,8.629,9.68,8.92,0.229166667,0.833333333,0.229166667,14.5,9.5,17.8,18.4,21
14,39687,9,25.723,350,P,7.83,8.98,8.03,0.229166667,0.833333333,0.229166667,14.5,9.5,18.7,19.6,21.9
1,39687,9,26.497,400,P,7.34,8.65,7.62,0.229166667,0.833333333,0.229166667,14.5,9.5,20.6,20.1,22.3
8,39687,9,28.997,450,P,4.42,6.13,5.02,0.229166667,0.833333333,0.229166667,14.5,9.5,21.6,20.9,22.5
11,39687,9,17.57,0,PZ,7.61,7.65,6.78,0.229166667,0.833333333,0.229166667,14.5,9.5,23.1,22.6,23.4
21,39687,9,13.248,50,PZ,9.19,9.28,8.392,0.229166667,0.833333333,0.229166667,14.5,9.5,12,13.6,12.1
28,39687,9,18.996,100,PZ,8.51,8.62,7.65,0.229166667,0.833333333,0.229166667,14.5,9.5,13.4,13.4,12.9
19,39687,9,19.874,150,PZ,8.94,9.1,8.42,0.229166667,0.833333333,0.229166667,14.5,9.5,15.1,15.4,13.4
12,39687,9,22.034,200,PZ,7.78,7.95,7.13,0.229166667,0.833333333,0.229166667,14.5,9.5,16.4,15.9,14.6
13,39687,9,23.568,250,PZ,6.81,7.03,6.09,0.229166667,0.833333333,0.229166667,14.5,9.5,17.8,16.7,15.7
22,39687,9,25.102,300,PZ,5.45,5.69,4.61,0.229166667,0.833333333,0.229166667,14.5,9.5,18.6,17.1,16.8
20,39687,9,25.978,350,PZ,8.58,8.93,7.58,0.229166667,0.833333333,0.229166667,14.5,9.5,19.4,18.9,17.6
9,39687,9,27.997,400,PZ,5.74,6.13,4.52,0.229166667,0.833333333,0.229166667,14.5,9.5,20.4,20.1,18.9
30,39687,9,28.977,450,PZ,6.48,6.99,5.195,0.229166667,0.833333333,0.229166667,14.5,9.5,22.6,22.3,18.4
2,39687,9,16.046,0,PZN,8.42,8.97,7.43,0.229166667,0.833333333,0.229166667,14.5,9.5,12.9,14.8,14.1
24,39687,9,13.987,50,PZN,7.47,8.45,7.78,0.229166667,0.833333333,0.229166667,14.5,9.5,13.8,15.6,15.6
5,39687,9,18.657,100,PZN,6.44,7.46,6.35,0.229166667,0.833333333,0.229166667,14.5,9.5,14.8,16.7,15.3
16,39687,9,20.135,150,PZN,5.66,6.96,5.23,0.229166667,0.833333333,0.229166667,14.5,9.5,16.1,17.2,16.1
10,39687,9,22.3658,200,PZN,5.69,7.03,6.78,0.229166667,0.833333333,0.229166667,14.5,9.5,16.9,18.6,16.9
26,39687,9,23.975,250,PZN,5.07,6.57,5.22,0.229166667,0.833333333,0.229166667,14.5,9.5,17.5,19.4,17.4
4,39687,9,25.3,300,PZN,5.35,6.87,5.32,0.229166667,0.833333333,0.229166667,14.5,9.5,18.4,20.6,18.3
7,39687,9,26.035,350,PZN,5.26,6.98,5.63,0.229166667,0.833333333,0.229166667,14.5,9.5,19.6,21.8,18.9
23,39687,9,27.9765,400,PZN,3.47,5.38,4.03,0.229166667,0.833333333,0.229166667,14.5,9.5,20.6,22.1,19.8
18,39687,9,28.997,450,PZN,3.32,5.32,4.25,0.229166667,0.833333333,0.229166667,14.5,9.5,23.4,22.9,22.3
